TERCİH KODU,İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,YABANCI DİLİ,TABAN PUAN,TABAN YÜZDE,TAVAN PUAN,TAVAN YÜZDE,ORTALAMA GIRIS PUANI
50523,istanbul,silivri,selimpasa borsa istanbul mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,174.0169,99.23,331.676,25.48,252.84645
40903,istanbul,umraniye,umraniye ataturk mesleki ve teknik anadolu lisesi,anadolu meslek programi,metal teknolojisi alani (sinavli),ingilizce,172.3673,99.37,269.3377,49.75,220.8525
49783,istanbul,fatih,cagaloglu geleneksel turk sanatlari mesleki ve teknik anadolu lisesi,anadolu meslek programi,geleneksel turk sanatlari (sinavli),ingilizce,171.867,99.4,277.7993,45.68,224.83315
49931,istanbul,buyukcekmece,buyukcekmece hayriye duruk mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,167.8018,99.64,321.4131,28.68,244.60744999999997
49858,istanbul,zeytinburnu,sehit buyukelci galip balkar mesleki ve teknik anadolu lisesi,anadolu meslek programi,moda tasarim teknolojileri (sinavli),ingilizce,163.5037,99.79,259.6376,54.81,211.57065
41072,istanbul,esenyurt,alkop mesleki ve teknik anadolu lisesi,anadolu meslek programi,metal teknolojisi alani (sinavli),ingilizce,151.3881,99.97,318.4239,29.66,234.906
50818,izmir,bornova,izmir fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,488.2011,0.15,500.0,0.01,494.10055
50681,izmir,buca,buca inci-ozer tirnakli fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,477.7487,0.56,488.4974,0.14,483.12305000000003
49360,izmir,cigli,cigli fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,446.9443,3.16,480.281,0.44,463.61265000000003
50248,izmir,tire,tire belgin atila callioglu fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,441.8604,3.75,475.0928,0.71,458.4766
50089,izmir,menemen,sehit ahmet ozsoy fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,436.1869,4.45,469.9863,1.05,453.0866
49453,izmir,bergama,yusuf kemalettin perin fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,427.7336,5.56,482.9342,0.33,455.33389999999997
50602,izmir,odemis,odemis ayhan kokmen fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,425.1075,5.93,483.2627,0.3,454.18510000000003
50299,izmir,urla,izmir cengiz aytmatov sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,389.1771,11.88,431.0037,5.12,410.0904
39774,izmir,tire,tire ogretmen melahat aksoy sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,375.1362,14.68,442.2187,3.71,408.67745
41102,izmir,buca,buca mehmet akif ersoy sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,402.3764,9.52,436.263,4.44,419.3197
40971,izmir,tire,tire ogretmen melahat aksoy sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,369.4825,15.88,419.1805,6.81,394.3315
50831,izmir,bornova,bornova anadolu lisesi,anadolu lisesi,,ingilizce,461.2979,1.73,486.8538,0.19,474.07585
50829,izmir,bornova,bornova anadolu lisesi,anadolu lisesi,,almanca,460.8801,1.78,476.6893,0.61,468.78470000000004
50830,izmir,bornova,bornova anadolu lisesi,anadolu lisesi,,fransizca,459.9603,1.84,476.6893,0.61,468.3248
40121,izmir,konak,izmir kiz lisesi,anadolu lisesi,,ingilizce,453.2107,2.49,487.7967,0.18,470.5037
40120,izmir,konak,izmir kiz lisesi,anadolu lisesi,,almanca,451.1988,2.7,459.2404,1.92,455.2196
49431,izmir,buca,buca fatma saygin anadolu lisesi,anadolu lisesi,,ingilizce,444.6594,3.42,469.0878,1.12,456.8736
49607,izmir,karabaglar,ovgu terzibasioglu anadolu lisesi,anadolu lisesi,,ingilizce,437.5295,4.28,450.8748,2.73,444.20214999999996
49369,izmir,guzelbahce,guzelbahce 60.yil anadolu lisesi,anadolu lisesi,,ingilizce,433.103,4.84,479.5802,0.47,456.34159999999997
50195,izmir,gaziemir,gaziemir nevvar salih isgoren anadolu lisesi,anadolu lisesi,,ingilizce,431.3601,5.07,450.1804,2.8,440.77025000000003
49609,izmir,karsiyaka,15 temmuz sehitler anadolu lisesi,anadolu lisesi,,ingilizce,430.3416,5.21,449.1033,2.92,439.72245
49315,izmir,bornova,yunus emre anadolu lisesi,anadolu lisesi,,ingilizce,426.7143,5.7,451.7271,2.65,439.22069999999997
49316,izmir,bornova,yunus emre anadolu lisesi,anadolu lisesi,,almanca,424.0174,6.09,446.0321,3.26,435.02475000000004
49796,izmir,konak,konak anadolu lisesi,anadolu lisesi,,ingilizce,420.3582,6.63,444.351,3.46,432.3546
39868,izmir,karabaglar,izmir anadolu lisesi,anadolu lisesi,,ingilizce,417.3206,7.1,437.4018,4.3,427.3612
39867,izmir,karabaglar,izmir anadolu lisesi,anadolu lisesi,,almanca,416.754,7.18,433.5325,4.79,425.14325
49710,izmir,menderes,menderes fatma-ramazan bukusoglu anadolu lisesi,anadolu lisesi,,ingilizce,414.7432,7.49,434.6637,4.64,424.70345
49434,izmir,torbali,torbali sema karhan anadolu lisesi,anadolu lisesi,,ingilizce,409.6202,8.3,441.5789,3.78,425.59955
50798,izmir,aliaga,alp oguz anadolu lisesi,anadolu lisesi,,ingilizce,402.7336,9.46,430.0612,5.25,416.3974
40337,izmir,bayindir,ulfet onart anadolu lisesi,anadolu lisesi,,ingilizce,309.109,32.87,413.1065,7.74,361.10775
49341,izmir,konak,ataturk lisesi,hazirlik sinifi bulunan anadolu lisesi,,almanca,472.4817,0.88,489.8442,0.11,481.16295
49343,izmir,konak,ataturk lisesi,hazirlik sinifi bulunan anadolu lisesi,,ingilizce,469.8705,1.05,495.8109,0.03,482.84069999999997
49342,izmir,konak,ataturk lisesi,hazirlik sinifi bulunan anadolu lisesi,,fransizca,469.1365,1.11,488.2011,0.15,478.66880000000003
50565,izmir,karsiyaka,karsiyaka cihat kora anadolu lisesi,hazirlik sinifi bulunan anadolu lisesi,,ingilizce,443.4859,3.56,488.4974,0.14,465.99165000000005
50564,izmir,karsiyaka,karsiyaka cihat kora anadolu lisesi,hazirlik sinifi bulunan anadolu lisesi,,almanca,443.0356,3.62,459.969,1.84,451.5023
50552,izmir,bergama,bergamali kadri anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,389.6412,11.79,464.0861,1.5,426.86365
50125,izmir,konak,sehit omer halisdemir kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,357.0289,18.74,436.5131,4.41,396.771
49524,izmir,kemalpasa,sehit halil kantarci anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,353.4613,19.61,412.5259,7.84,382.9936
49775,izmir,karabaglar,izmir anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,330.3247,25.88,476.0635,0.65,403.1941
49998,izmir,menemen,sehit hakan gulsen anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,303.0316,35.1,414.5137,7.53,358.77265
40141,izmir,gaziemir,sehit mustafa yaman anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,298.2276,36.93,397.4368,10.38,347.8322
49864,izmir,menderes,sehit kaymakam muhammet fatih safiturk anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,288.7438,40.8,404.6363,9.14,346.69005000000004
50685,izmir,odemis,odemis aydinoglu mehmet bey anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,281.9275,43.78,411.3662,8.02,346.64685
40008,izmir,karabaglar,izmir kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,280.1925,44.56,376.9446,14.31,328.56854999999996
50339,izmir,bergama,bergama kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,264.1061,52.44,367.6581,16.28,315.88210000000004
50259,izmir,karabaglar,15 temmuz sehitleri kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,253.0058,58.51,366.2197,16.6,309.61275
