TERCİH KODU,İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,YABANCI DİLİ,TABAN PUAN,TABAN YÜZDE,TAVAN PUAN,TAVAN YÜZDE,ORTALAMA GIRIS PUANI
41068,balikesir,bigadic,bigadic mesleki ve teknik anadolu lisesi,anadolu meslek programi,motorlu araclar teknolojisi alani (sinavli),ingilizce,179.6783,98.56,305.6872,34.11,242.68275
50167,balikesir,ayvalik,cunda mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,176.7806,98.94,351.1516,20.18,263.9661
40113,bartin,merkez,hasan sabri cavusoglu fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,433.8374,4.75,485.5101,0.25,459.67375000000004
50587,bartin,merkez,fatih sultan mehmet anadolu lisesi,anadolu lisesi,,ingilizce,401.1853,9.73,432.6777,4.9,416.9315
40170,bartin,merkez,sehit mustafa yaman anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,362.3843,17.48,432.3326,4.95,397.35845
49876,bartin,merkez,fuat sezgin mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani (sinavli),ingilizce,283.9913,42.86,357.951,18.53,320.97115
49679,bartin,amasra,amasra mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,199.2204,92.69,284.4517,42.66,241.83605
49866,bartin,merkez,serife baci mesleki ve teknik anadolu lisesi,anadolu meslek programi,grafik ve fotograf alani (sinavli),ingilizce,191.9533,95.64,350.9545,20.23,271.4539
49576,bartin,amasra,amasra mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,175.6587,99.06,345.4814,21.64,260.57005000000004
50152,batman,merkez,batman fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,450.5583,2.77,493.4272,0.05,471.99275
49454,batman,merkez,fatma aliye fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,421.5464,6.45,450.0639,2.82,435.80515
65413,batman,kozluk,sehit senay aybuke yalcin fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,346.3047,21.43,428.0444,5.52,387.17455
40945,batman,merkez,batman sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,329.8014,26.04,384.1387,12.85,356.97005
50513,batman,merkez,batman anadolu lisesi,anadolu lisesi,,ingilizce,418.4816,6.92,450.3975,2.78,434.43955
50004,batman,merkez,turk telekom anadolu lisesi,anadolu lisesi,,ingilizce,401.9015,9.6,418.3611,6.94,410.1313
50050,batman,merkez,mevlana anadolu lisesi,anadolu lisesi,,ingilizce,386.9065,12.31,414.1331,7.59,400.51980000000003
49678,batman,merkez,abdulhamid han anadolu lisesi,anadolu lisesi,,ingilizce,365.4627,16.78,407.9094,8.59,386.68605
49479,batman,merkez,tp fatima zehra kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,340.9119,22.85,457.3113,2.1,399.1116
40181,batman,merkez,batman kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,292.3548,39.29,377.6509,14.16,335.00284999999997
49577,batman,kozluk,kozluk kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,250.4682,59.98,330.456,25.84,290.4621
49639,batman,merkez,veysel karani anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,221.0336,79.23,351.5874,20.07,286.3105
39905,batman,merkez,ahmedi hani anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,190.9149,95.99,385.9219,12.51,288.4184
41012,batman,merkez,gazi anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,186.2614,97.29,284.8472,42.48,235.5543
50400,batman,merkez,salih gunaydin anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,182.8473,98.02,366.1287,16.62,274.488
72365,batman,kozluk,kozluk mesleki ve teknik anadolu lisesi,anadolu teknik programi,tarim alani,ingilizce,172.9702,99.32,295.1088,38.16,234.03949999999998
40924,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,elektrik- elektronik teknolojisi alani (sinavli),ingilizce,284.384,42.69,361.5146,17.68,322.9493
50620,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,bilisim teknolojileri alani (sinavli),ingilizce,275.4071,46.82,325.6295,27.33,300.5183
50056,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,motorlu araclar teknolojisi alani (sinavli),ingilizce,259.1055,55.1,338.9489,23.39,299.0272
50068,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,makine ve tasarim teknolojisi alani (sinavli),ingilizce,238.9966,67.05,306.867,33.68,272.9318
49486,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,mobilya ve ic mekan tasarimi alani (sinavli),ingilizce,237.8539,67.79,296.7395,37.52,267.2967
49249,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,metal teknolojisi alani (sinavli),ingilizce,226.7567,75.28,271.8577,48.51,249.30720000000002
49538,batman,merkez,batman mesleki ve teknik anadolu lisesi,anadolu meslek programi,kimya teknolojisi alani (sinavli),ingilizce,225.182,76.36,356.7453,18.81,290.96365
49965,bayburt,merkez,bayburt fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,385.3919,12.61,481.0463,0.41,433.2191
50390,bayburt,merkez,bayburt milli irade anadolu lisesi,anadolu lisesi,,ingilizce,350.3383,20.38,385.0599,12.68,367.69910000000004
49418,bayburt,merkez,bayburt kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,302.6676,35.24,361.391,17.71,332.02930000000003
50112,bayburt,merkez,bayburt anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,294.205,38.53,349.9142,20.48,322.0596
39765,bayburt,merkez,bayburt mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,259.5269,54.87,335.6178,24.33,297.57235000000003
50416,bayburt,merkez,bayburt mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,236.7924,68.49,307.8886,33.3,272.3405
39976,bilecik,bozuyuk,bozuyuk fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,428.1036,5.51,483.2713,0.3,455.68745
50106,bilecik,merkez,refik arslan ozturk fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,424.4035,6.04,495.0615,0.03,459.7325
49353,bilecik,merkez,ertugrulgazi lisesi,anadolu lisesi,,ingilizce,370.6953,15.62,422.4228,6.32,396.55904999999996
39891,bilecik,merkez,bilecik seyh edebali anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,293.7475,38.71,363.0087,17.33,328.3781
50661,bilecik,merkez,bilecik kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,273.0469,47.94,392.1896,11.31,332.61825
40957,bilecik,bozuyuk,bozuyuk kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,186.9053,97.14,346.3234,21.42,266.61435
49277,bilecik,merkez,bilecik mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,278.9368,45.14,363.9163,17.12,321.42655
40067,bilecik,merkez,bilecik mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,271.5938,48.63,361.2338,17.75,316.4138
50471,bilecik,bozuyuk,bozuyuk mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,196.6629,93.83,314.1774,31.09,255.42014999999998
50525,bilecik,bozuyuk,bozuyuk mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,171.8036,99.41,262.8806,53.08,217.34210000000002
49396,bilecik,bozuyuk,bozuyuk mesleki ve teknik anadolu lisesi,anadolu teknik programi,endustriyel otomasyon teknolojileri alani,ingilizce,140.5496,100.0,328.1128,26.55,234.3312
49949,bingol,merkez,turkiye buyuk millet meclisi vakfi bingol fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,440.8251,3.88,486.2724,0.22,463.54875000000004
65416,bingol,genc,genc fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,371.3367,15.48,435.2653,4.57,403.30100000000004
50463,bingol,merkez,karsiyaka anadolu lisesi,anadolu lisesi,,ingilizce,411.4479,8.0,439.8459,4.0,425.64689999999996
50619,bingol,merkez,yunus emre anadolu lisesi,anadolu lisesi,,ingilizce,364.8198,16.92,411.3796,8.02,388.0997
50832,bingol,solhan,sabiha bahcivan anadolu lisesi,anadolu lisesi,,ingilizce,309.2782,32.8,430.0355,5.25,369.65685
49565,bingol,merkez,15 temmuz milli irade anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,363.8988,17.13,477.9459,0.55,420.92235
50079,bingol,merkez,cumhuriyet kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,353.9456,19.49,433.0074,4.86,393.4765
65474,bingol,genc,genc anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,324.6648,27.64,363.748,17.16,344.20640000000003
40975,bingol,solhan,solhan kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,255.1707,57.28,408.6768,8.46,331.92375000000004
50441,bingol,merkez,bingol mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,299.8612,36.31,347.9754,20.99,323.9183
40873,bingol,merkez,60. yil mesleki ve teknik anadolu lisesi,anadolu meslek programi,saglik hizmetleri alani (sinavli),ingilizce,351.134,20.18,405.8544,8.94,378.4942
50097,bitlis,merkez,hikmet kiler fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,416.9573,7.15,478.5768,0.52,447.76705
49554,bitlis,tatvan,tatvan fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,407.7208,8.62,456.7459,2.15,432.23335
40116,bitlis,tatvan,sadullah gencer sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,347.7348,21.05,388.8289,11.94,368.28184999999996
40926,bitlis,tatvan,sadullah gencer sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,362.7124,17.4,395.3117,10.75,379.01205
40154,bitlis,merkez,nurullah eren anadolu lisesi,anadolu lisesi,,ingilizce,395.7422,10.67,464.5807,1.46,430.16145
49323,bitlis,ahlat,ahlat selcuklu anadolu lisesi,anadolu lisesi,,ingilizce,329.6366,26.09,395.3705,10.74,362.50355
50406,bitlis,merkez,hatuniye kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,312.0547,31.82,389.9941,11.72,351.0244
49972,bitlis,merkez,bitlis said nursi anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,283.6692,43.0,383.4897,12.99,333.57945
49762,bitlis,tatvan,tatvan kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,271.732,48.57,390.6005,11.6,331.16625
65554,bitlis,ahlat,ahlat mesleki ve teknik anadolu lisesi,anadolu teknik programi,tarim alani,ingilizce,208.6244,87.5,344.8307,21.81,276.72755
50141,bitlis,tatvan,tatvan mesleki ve teknik anadolu lisesi,anadolu teknik programi,insaat teknolojisi alani,ingilizce,196.1242,94.06,253.6954,58.11,224.90980000000002
50544,bitlis,tatvan,tatvan mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,181.5968,98.25,276.0676,46.5,228.8322
39871,bitlis,merkez,bitlis cemil ozgur mesleki ve teknik anadolu lisesi,anadolu meslek programi,bilisim teknolojileri alani (sinavli),ingilizce,286.0233,41.97,375.1146,14.69,330.56895
50029,bitlis,merkez,bitlis cemil ozgur mesleki ve teknik anadolu lisesi,anadolu meslek programi,kimya teknolojisi alani (sinavli),ingilizce,268.116,50.37,331.1345,25.63,299.62525
39714,bolu,merkez,bolu fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,441.5968,3.78,488.4887,0.14,465.04274999999996
49337,bolu,gerede,gerede fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,359.4102,18.18,431.0191,5.12,395.21465
40946,bolu,merkez,bolu sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,372.146,15.31,423.1888,6.21,397.66740000000004
39974,bolu,merkez,izzet baysal anadolu lisesi,anadolu lisesi,,ingilizce,408.584,8.47,441.5709,3.78,425.07745
40976,bolu,gerede,gerede habibullah ustun kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,274.2073,47.38,356.1068,18.97,315.15705
49597,bolu,merkez,ankara altindag belediyesi kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,261.972,53.54,415.2771,7.41,338.62455
65475,bolu,gerede,gerede eyup ozdemir anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,239.6539,66.63,347.0203,21.24,293.3371
39672,bolu,merkez,bolu anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,225.0214,76.47,357.9391,18.53,291.48025
40123,bolu,mengen,ascilar mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,259.895,54.67,399.5267,10.01,329.71085
41097,bolu,merkez,izzet baysal mesleki ve teknik anadolu lisesi,anadolu meslek programi,motorlu araclar teknolojisi alani (sinavli),ingilizce,257.7104,55.87,363.2095,17.28,310.45995
50396,bolu,merkez,izzet baysal abant mesleki ve teknik anadolu lisesi,anadolu meslek programi,yiyecek icecek hizmetleri alani (sinavli),ingilizce,251.3677,59.45,359.6346,18.13,305.50115
40130,bolu,merkez,izzet baysal abant mesleki ve teknik anadolu lisesi,anadolu meslek programi,konaklama ve seyahat hizmetleri alani (sinavli),ingilizce,244.8175,63.4,316.1936,30.4,280.50554999999997
40166,burdur,merkez,ercan akin fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,439.737,4.01,484.609,0.26,462.173
50267,burdur,bucak,bucak adem tolunay fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,423.9827,6.1,475.7381,0.67,449.8604
40205,burdur,golhisar,golhisar fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,381.5798,13.36,454.1518,2.4,417.8658
49477,burdur,karamanli,hakan sevim fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,368.0886,16.19,424.4756,6.03,396.2821
40788,burdur,merkez,mehmet uzal sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,362.4133,17.47,434.8733,4.62,398.64329999999995
49787,burdur,bucak,mehmet cadil anadolu lisesi,anadolu lisesi,,ingilizce,371.1838,15.51,426.9722,5.67,399.078
39935,burdur,merkez,recep tayyip erdogan anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,322.9959,28.17,423.7974,6.13,373.39665
50133,burdur,merkez,burdur mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,228.6108,74.01,327.0451,26.88,277.82795
50506,burdur,tefenni,tefenni mesleki ve teknik anadolu lisesi,anadolu teknik programi,tarim alani,ingilizce,184.0135,97.79,300.5877,36.03,242.30059999999997
50118,burdur,merkez,burdur mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,176.3866,98.99,303.7986,34.81,240.0926
49569,burdur,bucak,oguzhan mesleki ve teknik anadolu lisesi,anadolu meslek programi,bilisim teknolojileri alani (sinavli),ingilizce,208.2319,87.74,390.1797,11.69,299.2058
49732,bursa,nilufer,tofas fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,482.9747,0.32,500.0,0.01,491.48735
49307,bursa,nilufer,nilufer borsa istanbul fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,476.0879,0.65,493.4272,0.05,484.75755000000004
39788,bursa,osmangazi,ahmet hamdi gokbayrak fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,455.4164,2.27,475.8199,0.66,465.61815
49621,bursa,inegol,inegol mediha-hayri celik fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,440.8787,3.87,482.9747,0.32,461.9267
50530,bursa,karacabey,karacabey ulviye matli fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,423.2662,6.2,478.3237,0.53,450.79495
50365,bursa,mustafakemalpasa,ibrahim onal fen lisesi,fen lisesi,fen bilimleri alani (fen lis.),ingilizce,416.9616,7.15,465.7292,1.36,441.3454
50415,bursa,osmangazi,btso ali osman sonmez sosyal bilimler lisesi,sosyal bilimler lisesi,,ingilizce,406.3512,8.85,439.3861,4.05,422.86865
40967,bursa,osmangazi,btso ali osman sonmez sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,404.4816,9.17,415.694,7.35,410.0878
41081,bursa,inegol,halil inalcik sosyal bilimler lisesi,hazirlik sinifi bulunmayan sosyal bilimler lisesi,,ingilizce,358.2146,18.46,416.9393,7.16,387.57695
50086,bursa,osmangazi,bursa anadolu lisesi,anadolu lisesi,,ingilizce,463.5523,1.54,476.0065,0.66,469.7794
50072,bursa,nilufer,ahmet erdem anadolu lisesi,anadolu lisesi,,ingilizce,452.3658,2.58,467.2643,1.25,459.81505
50341,bursa,osmangazi,sukru sankaya anadolu lisesi,anadolu lisesi,,ingilizce,442.1118,3.72,461.5855,1.71,451.84865
49765,bursa,yildirim,ulubatli hasan anadolu lisesi,anadolu lisesi,,ingilizce,433.8395,4.75,466.4649,1.31,450.1522
39696,bursa,osmangazi,osmangazi gazi anadolu lisesi,anadolu lisesi,,ingilizce,424.9751,5.95,451.1185,2.71,438.04679999999996
50788,bursa,osmangazi,bursa erkek lisesi,anadolu lisesi,,ingilizce,424.6274,6.0,451.654,2.65,438.14070000000004
39989,bursa,mudanya,turhan tayan anadolu lisesi,anadolu lisesi,,ingilizce,415.3142,7.4,442.0891,3.72,428.70165
39675,bursa,nilufer,ozluce sehit aykut yurtsever anadolu lisesi,anadolu lisesi,,ingilizce,409.0935,8.38,445.4426,3.33,427.26805
49504,bursa,osmangazi,bursa anadolu kiz lisesi,anadolu lisesi,,ingilizce,397.7233,10.33,451.0432,2.72,424.38325
42021,bursa,yildirim,6 nisan anadolu lisesi,anadolu lisesi,,ingilizce,395.788,10.67,427.0249,5.66,411.40645
49175,bursa,inegol,zeki konukoglu anadolu lisesi,anadolu lisesi,,ingilizce,385.5026,12.59,440.2083,3.96,412.85545
40887,bursa,gursu,yildiz anadolu lisesi,anadolu lisesi,,ingilizce,378.0088,14.08,421.7384,6.42,399.8736
41100,bursa,mustafakemalpasa,sedat karan anadolu lisesi,anadolu lisesi,,ingilizce,357.1652,18.71,416.8229,7.17,386.99405
41089,bursa,gemlik,gemport gemlik anadolu lisesi,anadolu lisesi,,ingilizce,337.6195,23.76,440.155,3.96,388.88725
49635,bursa,iznik,iznik anadolu lisesi,anadolu lisesi,,ingilizce,318.3437,29.68,467.258,1.25,392.80084999999997
39956,bursa,osmangazi,uluslararasi murat hudavendigar anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,394.9674,10.81,481.6278,0.38,438.2976
39827,bursa,yildirim,bursa merkez anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,381.0285,13.47,484.609,0.26,432.81875
49784,bursa,nilufer,nilufer anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,380.3491,13.61,452.2935,2.59,416.3213
50624,bursa,inegol,sehit fevzi basaran anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,372.39,15.25,455.2673,2.29,413.82865
50756,bursa,osmangazi,nizam karasu anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,365.6762,16.73,470.1875,1.02,417.93185
50174,bursa,osmangazi,mihrapli abdulkadir can anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,350.1921,20.41,393.66,11.05,371.92605000000003
39680,bursa,yildirim,yesil devlet hatun anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,341.807,22.61,380.5746,13.57,361.19079999999997
50679,bursa,yenisehir,yenisehir yusuf ates anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,330.5346,25.82,402.2242,9.55,366.37940000000003
40824,bursa,kestel,uludag anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,326.5947,27.02,425.8588,5.82,376.22675
50196,bursa,nilufer,ozluce rasim ozdenoren anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,292.0054,39.43,383.0426,13.07,337.524
50413,bursa,orhangazi,suleymansah anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,246.7502,62.2,362.4879,17.45,304.61905
50091,bursa,mustafakemalpasa,mustafakemalpasa kiz anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,226.9408,75.15,389.4099,11.83,308.17535
49516,bursa,gemlik,gemlik anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,219.1671,80.53,421.8599,6.4,320.5135
49620,bursa,nilufer,ali kuscu anadolu imam hatip lisesi,anadolu imam hatip lisesi,hafizlik projesi (fen ve sosyal bilimler programi),ingilizce,206.7845,88.62,471.4629,0.94,339.1237
40805,bursa,iznik,iznik anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,203.7323,90.36,327.5269,26.73,265.6296
40854,bursa,karacabey,karacabey anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,202.9173,90.8,340.0079,23.1,271.4626
40806,bursa,mudanya,mudanya anadolu imam hatip lisesi,anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,196.2657,94.0,396.6978,10.51,296.48175
39734,bursa,yildirim,bursa ipekcilik anadolu imam hatip lisesi,hazirlik sinifi bulunan anadolu imam hatip lisesi,fen ve sosyal bilimler programi,ingilizce,416.3636,7.24,477.0079,0.59,446.68575
49355,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,endustriyel otomasyon teknolojileri alani,ingilizce,389.3631,11.84,447.0917,3.15,418.2274
65435,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,bilisim teknolojileri alani,ingilizce,386.7501,12.34,415.7644,7.34,401.25725
40022,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,motorlu araclar teknolojisi alani,ingilizce,373.9475,14.93,398.2649,10.23,386.1062
65436,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,373.4296,15.04,411.3971,8.01,392.41335000000004
49432,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,370.7207,15.61,407.1783,8.71,388.9495
49909,bursa,osmangazi,turk egitim vakfi hayri tokaman mesleki ve teknik anadolu lisesi,anadolu teknik programi,saglik hizmetleri alani,ingilizce,366.3052,16.59,393.2457,11.13,379.77545
39943,bursa,osmangazi,hurriyet mesleki ve teknik anadolu lisesi,anadolu teknik programi,ucak bakim alani,ingilizce,356.2131,18.94,391.6835,11.4,373.9483
65437,bursa,nilufer,otomotiv endustrisi ihracatcilari birligi mesleki ve teknik anadolu lisesi,anadolu teknik programi,metal teknolojisi alani,ingilizce,353.7436,19.54,370.647,15.63,362.1953
39975,bursa,nilufer,m. kemal coskunoz mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,349.3542,20.62,374.3617,14.84,361.85794999999996
50021,bursa,nilufer,m. kemal coskunoz mesleki ve teknik anadolu lisesi,anadolu teknik programi,biyomedikal cihaz teknolojileri alani,ingilizce,342.0619,22.54,386.6461,12.36,364.354
39787,bursa,osmangazi,oztimurlar mesleki ve teknik anadolu lisesi,anadolu teknik programi,bilisim teknolojileri alani,ingilizce,333.5786,24.92,373.3713,15.05,353.47495000000004
49875,bursa,osmangazi,ali osman sonmez mesleki ve teknik anadolu lisesi,anadolu teknik programi,endustriyel otomasyon teknolojileri alani,ingilizce,328.5946,26.4,385.7818,12.53,357.1882
49668,bursa,osmangazi,hurriyet mesleki ve teknik anadolu lisesi,anadolu teknik programi,endustriyel otomasyon teknolojileri alani,ingilizce,325.2652,27.45,415.4965,7.38,370.38085
50333,bursa,osmangazi,tophane mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,313.9632,31.16,367.7133,16.27,340.83825
40063,bursa,osmangazi,ali osman sonmez mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,305.8407,34.06,350.5536,20.32,328.19715
49957,bursa,osmangazi,tophane mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,302.9663,35.12,373.118,15.1,338.04215
50690,bursa,osmangazi,ali osman sonmez mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,302.2219,35.41,365.3822,16.8,333.80205
50264,bursa,osmangazi,sehit omer halisdemir mesleki ve teknik anadolu lisesi,anadolu teknik programi,motorlu araclar teknolojisi alani,ingilizce,284.5489,42.61,333.4219,24.96,308.9854
50730,bursa,osmangazi,cavit caglar mesleki ve teknik anadolu lisesi,anadolu teknik programi,elektrik- elektronik teknolojisi alani,ingilizce,280.0544,44.63,353.381,19.63,316.7177
40097,bursa,yildirim,mimar sinan mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,279.5299,44.87,365.5376,16.76,322.53375
50222,bursa,osmangazi,demirtaspasa mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,275.7735,46.64,344.8146,21.81,310.29404999999997
49721,bursa,osmangazi,sehit omer halisdemir mesleki ve teknik anadolu lisesi,anadolu teknik programi,makine ve tasarim teknolojisi alani,ingilizce,274.3651,47.3,347.6075,21.08,310.9863
