TERCİH KODU,İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,YABANCI DİLİ,TABAN PUAN,TABAN YÜZDE,TAVAN PUAN,TAVAN YÜZDE,ORTALAMA GIRIS PUANI
50513,BATMAN,MERKEZ,Batman Anadolu Lisesi,Anadolu Lisesi,,İngilizce,418.4816,6.92,450.3975,2.78,434.43955
50004,BATMAN,MERKEZ,Türk Telekom Anadolu Lisesi,Anadolu Lisesi,,İngilizce,401.9015,9.6,418.3611,6.94,410.1313
50050,BATMAN,MERKEZ,Mevlana Anadolu Lisesi,Anadolu Lisesi,,İngilizce,386.9065,12.31,414.1331,7.59,400.51980000000003
49678,BATMAN,MERKEZ,Abdülhamid Han Anadolu Lisesi,Anadolu Lisesi,,İngilizce,365.4627,16.78,407.9094,8.59,386.68605
49479,BATMAN,MERKEZ,TP Fatıma Zehra Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,340.9119,22.85,457.3113,2.1,399.1116
40181,BATMAN,MERKEZ,Batman Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,292.3548,39.29,377.6509,14.16,335.00284999999997
49577,BATMAN,KOZLUK,Kozluk Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,250.4682,59.98,330.456,25.84,290.4621
49639,BATMAN,MERKEZ,Veysel Karani Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,221.0336,79.23,351.5874,20.07,286.3105
39905,BATMAN,MERKEZ,Ahmedi Hani Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,190.9149,95.99,385.9219,12.51,288.4184
41012,BATMAN,MERKEZ,Gazi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,186.2614,97.29,284.8472,42.48,235.5543
50400,BATMAN,MERKEZ,Salih Günaydın Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,182.8473,98.02,366.1287,16.62,274.488
72365,BATMAN,KOZLUK,Kozluk Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,172.9702,99.32,295.1088,38.16,234.03949999999998
40924,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,284.384,42.69,361.5146,17.68,322.9493
50620,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,275.4071,46.82,325.6295,27.33,300.5183
50056,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,259.1055,55.1,338.9489,23.39,299.0272
50068,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,238.9966,67.05,306.867,33.68,272.9318
49486,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MOBİLYA VE İÇ MEKAN TASARIMI ALANI (SINAVLI),İngilizce,237.8539,67.79,296.7395,37.52,267.2967
49249,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,METAL TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,226.7567,75.28,271.8577,48.51,249.30720000000002
49538,BATMAN,MERKEZ,Batman Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KİMYA TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,225.182,76.36,356.7453,18.81,290.96365
49965,BAYBURT,MERKEZ,Bayburt Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,385.3919,12.61,481.0463,0.41,433.2191
50390,BAYBURT,MERKEZ,Bayburt Millî İrade Anadolu Lisesi,Anadolu Lisesi,,İngilizce,350.3383,20.38,385.0599,12.68,367.69910000000004
49418,BAYBURT,MERKEZ,Bayburt Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,302.6676,35.24,361.391,17.71,332.02930000000003
50112,BAYBURT,MERKEZ,Bayburt Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,294.205,38.53,349.9142,20.48,322.0596
39765,BAYBURT,MERKEZ,Bayburt Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,259.5269,54.87,335.6178,24.33,297.57235000000003
50416,BAYBURT,MERKEZ,Bayburt Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,236.7924,68.49,307.8886,33.3,272.3405
39976,BİLECİK,BOZÜYÜK,Bozüyük Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,428.1036,5.51,483.2713,0.3,455.68745
50106,BİLECİK,MERKEZ,Refik Arslan Öztürk Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,424.4035,6.04,495.0615,0.03,459.7325
49353,BİLECİK,MERKEZ,Ertuğrulgazi Lisesi,Anadolu Lisesi,,İngilizce,370.6953,15.62,422.4228,6.32,396.55904999999996
39891,BİLECİK,MERKEZ,Bilecik Şeyh Edebali Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,293.7475,38.71,363.0087,17.33,328.3781
50661,BİLECİK,MERKEZ,Bilecik Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,273.0469,47.94,392.1896,11.31,332.61825
40957,BİLECİK,BOZÜYÜK,Bozüyük Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,186.9053,97.14,346.3234,21.42,266.61435
49277,BİLECİK,MERKEZ,Bilecik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,278.9368,45.14,363.9163,17.12,321.42655
40067,BİLECİK,MERKEZ,Bilecik Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,271.5938,48.63,361.2338,17.75,316.4138
50471,BİLECİK,BOZÜYÜK,Bozüyük Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,196.6629,93.83,314.1774,31.09,255.42014999999998
50525,BİLECİK,BOZÜYÜK,Bozüyük Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,171.8036,99.41,262.8806,53.08,217.34210000000002
49396,BİLECİK,BOZÜYÜK,Bozüyük Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,140.5496,100.0,328.1128,26.55,234.3312
49949,BİNGÖL,MERKEZ,Türkiye Büyük Millet Meclisi Vakfı Bingöl Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,440.8251,3.88,486.2724,0.22,463.54875000000004
65416,BİNGÖL,GENÇ,Genç Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,371.3367,15.48,435.2653,4.57,403.30100000000004
50463,BİNGÖL,MERKEZ,Karşıyaka Anadolu Lisesi,Anadolu Lisesi,,İngilizce,411.4479,8.0,439.8459,4.0,425.64689999999996
50619,BİNGÖL,MERKEZ,Yunus Emre Anadolu Lisesi,Anadolu Lisesi,,İngilizce,364.8198,16.92,411.3796,8.02,388.0997
50832,BİNGÖL,SOLHAN,Sabiha Bahçıvan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,309.2782,32.8,430.0355,5.25,369.65685
49565,BİNGÖL,MERKEZ,15 Temmuz Milli İrade Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,363.8988,17.13,477.9459,0.55,420.92235
50079,BİNGÖL,MERKEZ,Cumhuriyet Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,353.9456,19.49,433.0074,4.86,393.4765
65474,BİNGÖL,GENÇ,Genç Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,324.6648,27.64,363.748,17.16,344.20640000000003
40975,BİNGÖL,SOLHAN,Solhan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,255.1707,57.28,408.6768,8.46,331.92375000000004
50441,BİNGÖL,MERKEZ,Bingöl Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,299.8612,36.31,347.9754,20.99,323.9183
40873,BİNGÖL,MERKEZ,60. Yıl Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,SAĞLIK HİZMETLERİ ALANI (SINAVLI),İngilizce,351.134,20.18,405.8544,8.94,378.4942
50097,BİTLİS,MERKEZ,Hikmet Kiler Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,416.9573,7.15,478.5768,0.52,447.76705
49554,BİTLİS,TATVAN,Tatvan Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,407.7208,8.62,456.7459,2.15,432.23335
40116,BİTLİS,TATVAN,Sadullah Gencer Sosyal Bilimler Lisesi,Sosyal Bilimler Lisesi,,İngilizce,347.7348,21.05,388.8289,11.94,368.28184999999996
40926,BİTLİS,TATVAN,Sadullah Gencer Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,362.7124,17.4,395.3117,10.75,379.01205
40154,BİTLİS,MERKEZ,Nurullah Eren Anadolu Lisesi,Anadolu Lisesi,,İngilizce,395.7422,10.67,464.5807,1.46,430.16145
49323,BİTLİS,AHLAT,Ahlat Selçuklu Anadolu Lisesi,Anadolu Lisesi,,İngilizce,329.6366,26.09,395.3705,10.74,362.50355
50406,BİTLİS,MERKEZ,Hatuniye Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,312.0547,31.82,389.9941,11.72,351.0244
49972,BİTLİS,MERKEZ,Bitlis Said Nursi Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,283.6692,43.0,383.4897,12.99,333.57945
49762,BİTLİS,TATVAN,Tatvan Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,271.732,48.57,390.6005,11.6,331.16625
65554,BİTLİS,AHLAT,Ahlat Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,208.6244,87.5,344.8307,21.81,276.72755
50141,BİTLİS,TATVAN,Tatvan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,İNŞAAT TEKNOLOJİSİ ALANI,İngilizce,196.1242,94.06,253.6954,58.11,224.90980000000002
50544,BİTLİS,TATVAN,Tatvan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,181.5968,98.25,276.0676,46.5,228.8322
39871,BİTLİS,MERKEZ,Bitlis Cemil Özgür Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,286.0233,41.97,375.1146,14.69,330.56895
50029,BİTLİS,MERKEZ,Bitlis Cemil Özgür Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KİMYA TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,268.116,50.37,331.1345,25.63,299.62525
39714,BOLU,MERKEZ,Bolu Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,441.5968,3.78,488.4887,0.14,465.04274999999996
49337,BOLU,GEREDE,Gerede Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,359.4102,18.18,431.0191,5.12,395.21465
40946,BOLU,MERKEZ,Bolu Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,372.146,15.31,423.1888,6.21,397.66740000000004
39974,BOLU,MERKEZ,İzzet Baysal Anadolu Lisesi,Anadolu Lisesi,,İngilizce,408.584,8.47,441.5709,3.78,425.07745
40976,BOLU,GEREDE,Gerede Habibullah Üstün Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,274.2073,47.38,356.1068,18.97,315.15705
49597,BOLU,MERKEZ,Ankara Altındağ Belediyesi Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,261.972,53.54,415.2771,7.41,338.62455
65475,BOLU,GEREDE,Gerede Eyüp Özdemir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,239.6539,66.63,347.0203,21.24,293.3371
39672,BOLU,MERKEZ,Bolu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,225.0214,76.47,357.9391,18.53,291.48025
40123,BOLU,MENGEN,Aşcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,259.895,54.67,399.5267,10.01,329.71085
41097,BOLU,MERKEZ,İzzet Baysal Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI (SINAVLI),İngilizce,257.7104,55.87,363.2095,17.28,310.45995
50396,BOLU,MERKEZ,İzzet Baysal Abant Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,YİYECEK İÇECEK HİZMETLERİ ALANI (SINAVLI),İngilizce,251.3677,59.45,359.6346,18.13,305.50115
40130,BOLU,MERKEZ,İzzet Baysal Abant Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,KONAKLAMA ve SEYAHAT HİZMETLERİ ALANI (SINAVLI),İngilizce,244.8175,63.4,316.1936,30.4,280.50554999999997
40166,BURDUR,MERKEZ,Ercan Akın Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,439.737,4.01,484.609,0.26,462.173
50267,BURDUR,BUCAK,Bucak Adem Tolunay Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,423.9827,6.1,475.7381,0.67,449.8604
40205,BURDUR,GÖLHİSAR,Gölhisar Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,381.5798,13.36,454.1518,2.4,417.8658
49477,BURDUR,KARAMANLI,Hakan Sevim Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,368.0886,16.19,424.4756,6.03,396.2821
40788,BURDUR,MERKEZ,Mehmet Uzal Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,362.4133,17.47,434.8733,4.62,398.64329999999995
49787,BURDUR,BUCAK,Mehmet Cadıl Anadolu Lisesi,Anadolu Lisesi,,İngilizce,371.1838,15.51,426.9722,5.67,399.078
39935,BURDUR,MERKEZ,Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,322.9959,28.17,423.7974,6.13,373.39665
50133,BURDUR,MERKEZ,Burdur Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,228.6108,74.01,327.0451,26.88,277.82795
50506,BURDUR,TEFENNİ,Tefenni Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,TARIM ALANI,İngilizce,184.0135,97.79,300.5877,36.03,242.30059999999997
50118,BURDUR,MERKEZ,Burdur Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,176.3866,98.99,303.7986,34.81,240.0926
49569,BURDUR,BUCAK,Oğuzhan Mesleki ve Teknik Anadolu Lisesi,Anadolu Meslek Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,208.2319,87.74,390.1797,11.69,299.2058
49732,BURSA,NİLÜFER,Tofaş Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,482.9747,0.32,500.0,0.01,491.48735
49307,BURSA,NİLÜFER,Nilüfer Borsa İstanbul Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,476.0879,0.65,493.4272,0.05,484.75755000000004
39788,BURSA,OSMANGAZİ,Ahmet Hamdi Gökbayrak Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,455.4164,2.27,475.8199,0.66,465.61815
49621,BURSA,İNEGÖL,İnegöl Mediha-Hayri Çelik Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,440.8787,3.87,482.9747,0.32,461.9267
50530,BURSA,KARACABEY,Karacabey Ulviye Matlı Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,423.2662,6.2,478.3237,0.53,450.79495
50365,BURSA,MUSTAFAKEMALPAŞA,İbrahim Önal Fen Lisesi,Fen Lisesi,FEN BİLİMLERİ ALANI (FEN LİS.),İngilizce,416.9616,7.15,465.7292,1.36,441.3454
50415,BURSA,OSMANGAZİ,BTSO Ali Osman Sönmez Sosyal Bilimler Lisesi,Sosyal Bilimler Lisesi,,İngilizce,406.3512,8.85,439.3861,4.05,422.86865
40967,BURSA,OSMANGAZİ,BTSO Ali Osman Sönmez Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,404.4816,9.17,415.694,7.35,410.0878
41081,BURSA,İNEGÖL,Halil İnalcık Sosyal Bilimler Lisesi,Hazırlık Sınıfı Bulunmayan Sosyal Bilimler Lisesi,,İngilizce,358.2146,18.46,416.9393,7.16,387.57695
50086,BURSA,OSMANGAZİ,Bursa Anadolu Lisesi,Anadolu Lisesi,,İngilizce,463.5523,1.54,476.0065,0.66,469.7794
50072,BURSA,NİLÜFER,Ahmet Erdem Anadolu Lisesi,Anadolu Lisesi,,İngilizce,452.3658,2.58,467.2643,1.25,459.81505
50341,BURSA,OSMANGAZİ,Şükrü Şankaya Anadolu Lisesi,Anadolu Lisesi,,İngilizce,442.1118,3.72,461.5855,1.71,451.84865
49765,BURSA,YILDIRIM,Ulubatlı Hasan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,433.8395,4.75,466.4649,1.31,450.1522
39696,BURSA,OSMANGAZİ,Osmangazi Gazi Anadolu Lisesi,Anadolu Lisesi,,İngilizce,424.9751,5.95,451.1185,2.71,438.04679999999996
50788,BURSA,OSMANGAZİ,Bursa Erkek Lisesi,Anadolu Lisesi,,İngilizce,424.6274,6.0,451.654,2.65,438.14070000000004
39989,BURSA,MUDANYA,Turhan Tayan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,415.3142,7.4,442.0891,3.72,428.70165
39675,BURSA,NİLÜFER,Özlüce Şehit Aykut Yurtsever Anadolu Lisesi,Anadolu Lisesi,,İngilizce,409.0935,8.38,445.4426,3.33,427.26805
49504,BURSA,OSMANGAZİ,Bursa Anadolu Kız Lisesi,Anadolu Lisesi,,İngilizce,397.7233,10.33,451.0432,2.72,424.38325
42021,BURSA,YILDIRIM,6 Nisan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,395.788,10.67,427.0249,5.66,411.40645
49175,BURSA,İNEGÖL,Zeki Konukoğlu Anadolu Lisesi,Anadolu Lisesi,,İngilizce,385.5026,12.59,440.2083,3.96,412.85545
40887,BURSA,GÜRSU,Yıldız Anadolu Lisesi,Anadolu Lisesi,,İngilizce,378.0088,14.08,421.7384,6.42,399.8736
41100,BURSA,MUSTAFAKEMALPAŞA,Sedat Karan Anadolu Lisesi,Anadolu Lisesi,,İngilizce,357.1652,18.71,416.8229,7.17,386.99405
41089,BURSA,GEMLİK,Gemport Gemlik Anadolu Lisesi,Anadolu Lisesi,,İngilizce,337.6195,23.76,440.155,3.96,388.88725
49635,BURSA,İZNİK,İznik Anadolu Lisesi,Anadolu Lisesi,,İngilizce,318.3437,29.68,467.258,1.25,392.80084999999997
39956,BURSA,OSMANGAZİ,Uluslararası Murat Hüdavendigar Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,394.9674,10.81,481.6278,0.38,438.2976
39827,BURSA,YILDIRIM,Bursa Merkez Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,381.0285,13.47,484.609,0.26,432.81875
49784,BURSA,NİLÜFER,Nilüfer Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,380.3491,13.61,452.2935,2.59,416.3213
50624,BURSA,İNEGÖL,Şehit Fevzi Başaran Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,372.39,15.25,455.2673,2.29,413.82865
50756,BURSA,OSMANGAZİ,Nizam Karasu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,365.6762,16.73,470.1875,1.02,417.93185
50174,BURSA,OSMANGAZİ,Mihraplı Abdulkadir Can Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,350.1921,20.41,393.66,11.05,371.92605000000003
39680,BURSA,YILDIRIM,Yeşil Devlet Hatun Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,341.807,22.61,380.5746,13.57,361.19079999999997
50679,BURSA,YENİŞEHİR,Yenişehir Yusuf Ateş Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,330.5346,25.82,402.2242,9.55,366.37940000000003
40824,BURSA,KESTEL,Uludağ Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,326.5947,27.02,425.8588,5.82,376.22675
50196,BURSA,NİLÜFER,Özlüce Rasim Özdenören Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,292.0054,39.43,383.0426,13.07,337.524
50413,BURSA,ORHANGAZİ,Süleymanşah Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,246.7502,62.2,362.4879,17.45,304.61905
50091,BURSA,MUSTAFAKEMALPAŞA,Mustafakemalpaşa Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,226.9408,75.15,389.4099,11.83,308.17535
49516,BURSA,GEMLİK,Gemlik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,219.1671,80.53,421.8599,6.4,320.5135
49620,BURSA,NİLÜFER,Ali Kuşçu Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (Fen ve Sosyal Bilimler Programı),İngilizce,206.7845,88.62,471.4629,0.94,339.1237
40805,BURSA,İZNİK,İznik Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,203.7323,90.36,327.5269,26.73,265.6296
40854,BURSA,KARACABEY,Karacabey Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,202.9173,90.8,340.0079,23.1,271.4626
40806,BURSA,MUDANYA,Mudanya Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,196.2657,94.0,396.6978,10.51,296.48175
39734,BURSA,YILDIRIM,Bursa İpekçilik Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,416.3636,7.24,477.0079,0.59,446.68575
49355,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,389.3631,11.84,447.0917,3.15,418.2274
65435,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,386.7501,12.34,415.7644,7.34,401.25725
40022,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,373.9475,14.93,398.2649,10.23,386.1062
65436,BURSA,NİLÜFER,Otomotiv Endüstrisi İhracatçıları Birliği Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,373.4296,15.04,411.3971,8.01,392.41335000000004
