TERCİH KODU,İL,İLÇE,OKUL ADI,TÜRÜ,ALAN,YABANCI DİLİ,TABAN PUAN,TABAN YÜZDE,TAVAN PUAN,TAVAN YÜZDE,ORTALAMA GIRIS PUANI
39981,İSTANBUL,ESENLER,İstanbul Ticaret Odası 15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,223.4011,77.58,363.9449,17.12,293.673
49753,İSTANBUL,SİLİVRİ,Silivri Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,217.6767,81.55,385.524,12.58,301.60035
41016,İSTANBUL,BEYKOZ,Beykoz Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,213.1521,84.61,358.1982,18.46,285.67515
40826,İSTANBUL,EYÜPSULTAN,Göktürk Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,196.5038,93.9,341.7539,22.62,269.12885
49478,İSTANBUL,ŞİŞLİ,Yunus Emre Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,185.54,97.46,339.6759,23.19,262.60795
39720,İSTANBUL,SİLİVRİ,Selimpaşa Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,178.1064,98.78,392.7062,11.22,285.4063
40135,İSTANBUL,BEYLİKDÜZÜ,Gürpınar İsmail Lütfi Çakan Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,175.3355,99.1,305.458,34.2,240.39675
50616,İSTANBUL,ŞİŞLİ,Süleyman Şah Kız Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,173.5712,99.27,305.9489,34.02,239.76004999999998
40844,İSTANBUL,SULTANGAZİ,Mehmet Yaşar Kandemir Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,170.5406,99.49,308.3255,33.14,239.43304999999998
49938,İSTANBUL,ÇATALCA,Çatalca Şehit Halil İbrahim Gürel Anadolu İmam Hatip Lisesi,Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,169.286,99.56,337.2617,23.86,253.27385
50478,İSTANBUL,KARTAL,Kartal Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,475.4135,0.68,500.0,0.01,487.70675
39883,İSTANBUL,KADIKÖY,Kadıköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,464.89,1.42,479.9426,0.46,472.4163
49591,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,461.232,1.74,487.5748,0.18,474.40340000000003
50641,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,454.3177,2.38,481.9464,0.35,468.13205
39791,İSTANBUL,BEYOĞLU,Beyoğlu Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,449.7866,2.84,477.9459,0.55,463.86625000000004
50642,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,444.8655,3.39,461.6941,1.7,453.2798
49590,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,444.705,3.42,494.774,0.04,469.7395
39882,İSTANBUL,KADIKÖY,Kadıköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İspanyolca,440.7787,3.89,462.4226,1.64,451.60065
50138,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,440.6467,3.9,478.842,0.51,459.74435
50643,İSTANBUL,BAŞAKŞEHİR,M.Emin Saraç Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Rusça,440.353,3.93,458.3259,1.99,449.33945
49592,İSTANBUL,ÜSKÜDAR,İstanbul Ticaret Odası Marmara Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Japonca,438.3106,4.18,479.2926,0.49,458.8016
49441,İSTANBUL,GÜNGÖREN,Güngören İstanbul Ticaret Odası Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,431.4423,5.06,484.5187,0.27,457.9805
50137,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İspanyolca,430.2614,5.22,455.8477,2.24,443.05454999999995
41028,İSTANBUL,FATİH,İstanbul Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,419.4573,6.77,456.2563,2.2,437.8568
50139,İSTANBUL,KADIKÖY,Kadıköy Ahmet Sani Gezici Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,416.2176,7.27,452.3234,2.59,434.27049999999997
50437,İSTANBUL,SANCAKTEPE,Sancaktepe Teknoloji Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE TEKNOLOJİ PROGRAMI,İngilizce,414.1744,7.58,464.1743,1.5,439.17435
40862,İSTANBUL,BAŞAKŞEHİR,Akif İnan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,409.8734,8.26,460.5266,1.8,435.2
41025,İSTANBUL,BAŞAKŞEHİR,Şehit Haki Aras Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,409.0723,8.39,439.2608,4.07,424.16655000000003
39985,İSTANBUL,ÜSKÜDAR,Tenzile Erdoğan Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,408.3509,8.51,447.8536,3.06,428.10225
49449,İSTANBUL,BEŞİKTAŞ,Beşiktaş Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Almanca,404.9395,9.09,439.5896,4.03,422.26455
40781,İSTANBUL,FATİH,İstanbul Recep Tayyip Erdoğan Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,403.1499,9.39,445.2722,3.35,424.21105
50743,İSTANBUL,PENDİK,Ömer Çam Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,401.6738,9.64,450.734,2.75,426.2039
50835,İSTANBUL,BAHÇELİEVLER,15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE TEKNOLOJİ PROGRAMI,İngilizce,396.1708,10.61,455.9347,2.23,426.05275
40783,İSTANBUL,PENDİK,Uluslararası Pendik Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,394.7217,10.86,438.5542,4.15,416.63795
40221,İSTANBUL,BAYRAMPAŞA,Bayrampaşa Aliya İzzetbegoviç Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,391.1046,11.5,423.4701,6.17,407.28735
49822,İSTANBUL,ÜSKÜDAR,Çamlıca Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,385.1959,12.65,452.9921,2.52,419.094
50742,İSTANBUL,PENDİK,Ömer Çam Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,380.9093,13.5,436.6715,4.39,408.7904
41027,İSTANBUL,ESENYURT,Güzelyurt Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,379.0198,13.88,441.1837,3.83,410.10175
40220,İSTANBUL,ATAŞEHİR,Şehit Akın Sertçelik Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,375.3241,14.64,416.0321,7.3,395.6781
40990,İSTANBUL,MALTEPE,Şehit Mustafa Kaymakçı Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,374.4859,14.82,426.7885,5.69,400.6372
41026,İSTANBUL,ESENLER,Şehit Türkmen Tekin Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,369.5242,15.88,424.0674,6.09,396.7958
39986,İSTANBUL,ÜSKÜDAR,Tenzile Erdoğan Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,366.4697,16.55,405.3621,9.02,385.91589999999997
65484,İSTANBUL,AVCILAR,Şehit Murat Kocatürk Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,360.0165,18.04,410.9176,8.09,385.46705
49273,İSTANBUL,KÜÇÜKÇEKMECE,Şehit Mehmet Güder Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,358.0522,18.5,439.7211,4.01,398.88665000000003
40175,İSTANBUL,BAKIRKÖY,Bakırköy Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Fransızca,356.9078,18.77,387.3342,12.23,372.121
50836,İSTANBUL,BAHÇELİEVLER,15 Temmuz Şehitleri Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Arapça,356.1054,18.97,382.3797,13.2,369.24255
65552,İSTANBUL,BEYOĞLU,Beyoğlu Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,HAFIZLIK PROJESİ (İlahiyat Odaklı Program),Arapça,348.8571,20.75,446.1552,3.25,397.50615
40940,İSTANBUL,MALTEPE,Maltepe Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,348.8402,20.76,414.1178,7.59,381.479
49274,İSTANBUL,KÜÇÜKÇEKMECE,Şehit Mehmet Güder Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Çince,344.8993,21.79,422.1192,6.37,383.50924999999995
65488,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,325.1209,27.5,419.5385,6.75,372.3297
65486,İSTANBUL,MALTEPE,Maltepe Orhangazi Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,318.7451,29.55,381.2676,13.42,350.00635
40959,İSTANBUL,SARIYER,Sarıyer Kız Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,İngilizce,311.9368,31.86,368.7337,16.05,340.33525
40981,İSTANBUL,ZEYTİNBURNU,Zeytinburnu Merkezefendi Anadolu İmam Hatip Lisesi,Hazırlık Sınıfı Bulunan Anadolu İmam Hatip Lisesi,FEN VE SOSYAL BİLİMLER PROGRAMI,Farsça,174.3731,99.19,379.9652,13.69,277.16915
49878,İSTANBUL,PENDİK,Teknopark İstanbul Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,459.2503,1.91,481.2325,0.4,470.2414
50696,İSTANBUL,BEŞİKTAŞ,İstanbul Teknik Üniversitesi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,443.182,3.6,457.4037,2.09,450.29285000000004
50103,İSTANBUL,BEŞİKTAŞ,İstanbul Teknik Üniversitesi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,432.9278,4.87,446.1226,3.25,439.5252
40921,İSTANBUL,ARNAVUTKÖY,İstanbul Havalimanı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,420.6018,6.59,468.7697,1.14,444.68575
50367,İSTANBUL,ŞİŞLİ,Yıldız Teknik Üniversitesi Maçka Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,390.5497,11.61,436.3037,4.43,413.4267
39811,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,381.2194,13.43,415.2694,7.41,398.24440000000004
40941,İSTANBUL,ŞİLE,Şile Ayet Azer Aran Savunma Sanayi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,380.737,13.53,428.8743,5.4,404.80565
49246,İSTANBUL,MALTEPE,Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,375.3381,14.64,412.5473,7.83,393.9427
40051,İSTANBUL,ŞİŞLİ,Yıldız Teknik Üniversitesi Maçka Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,370.6411,15.63,427.4021,5.61,399.02160000000003
40965,İSTANBUL,ŞİLE,Şile Ayet Azer Aran Savunma Sanayi Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,368.3474,16.13,410.3149,8.19,389.33115
50497,İSTANBUL,BAYRAMPAŞA,İstanbul Ticaret Odası Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,366.976,16.43,387.2149,12.25,377.09545
49509,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,363.7127,17.17,428.5409,5.44,396.1268
50772,İSTANBUL,BAĞCILAR,Bağcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,361.1452,17.77,400.8711,9.78,381.00815
49725,İSTANBUL,PENDİK,Pendik Türk Telekom Şehit Murat Mertel Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,359.1182,18.25,404.9927,9.08,382.05545
72384,İSTANBUL,SARIYER,Mehmet Rıfat Evyap Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,353.9755,19.49,440.9974,3.85,397.48645
50190,İSTANBUL,ÜSKÜDAR,Üsküdar Zeynep Kamil Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,352.3021,19.9,404.8889,9.09,378.5955
40111,İSTANBUL,AVCILAR,Haydar Akın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,350.7672,20.27,377.7802,14.13,364.27369999999996
50304,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,349.274,20.65,378.0927,14.07,363.68335
39860,İSTANBUL,SULTANBEYLİ,Sultanbeyli Sabiha Gökçen Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,346.5465,21.36,387.1455,12.26,366.846
49997,İSTANBUL,BAHÇELİEVLER,İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,341.6669,22.65,383.2689,13.03,362.4679
39957,İSTANBUL,ŞİŞLİ,Hamidiye Etfal Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,SAĞLIK HİZMETLERİ ALANI,İngilizce,340.4725,22.97,389.3439,11.84,364.9082
50588,İSTANBUL,BAYRAMPAŞA,İstanbul Ticaret Odası Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,339.5071,23.24,392.4693,11.26,365.9882
50269,İSTANBUL,KARTAL,Kartal Şehit Salih Alışkan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,335.0221,24.49,367.3646,16.35,351.19335
50613,İSTANBUL,MALTEPE,Handan Hayrettin Yelkikanat Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,333.439,24.96,373.662,14.99,353.5505
49404,İSTANBUL,SANCAKTEPE,Şehit Yüzbaşı Yusuf Kenan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,332.8979,25.12,399.7935,9.97,366.34569999999997
39794,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,332.8772,25.12,400.4262,9.86,366.6517
50121,İSTANBUL,PENDİK,Nuri Demirağ Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,UÇAK BAKIM ALANI,İngilizce,331.527,25.52,392.0555,11.33,361.79125
40122,İSTANBUL,TUZLA,Piri Reis Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GEMİ YAPIMI ALANI,İngilizce,329.6178,26.09,398.5602,10.18,364.089
50094,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,327.1769,26.84,383.5746,12.97,355.37575
49437,İSTANBUL,KAĞITHANE,Profilo Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,323.6292,27.97,362.3736,17.48,343.0014
41322,İSTANBUL,ZEYTİNBURNU,Büyükyalı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI (SINAVLI),İngilizce,323.5783,27.99,400.1376,9.91,361.85795
50210,İSTANBUL,ESENYURT,Borusan Asım Kocabıyık Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MOTORLU ARAÇLAR TEKNOLOJİSİ ALANI,İngilizce,319.7296,29.23,377.1152,14.27,348.42240000000004
39837,İSTANBUL,ARNAVUTKÖY,İbrahim Özaydın Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,319.2254,29.39,414.6681,7.5,366.94674999999995
49622,İSTANBUL,BAHÇELİEVLER,Bahçelievler Aydın Doğan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,RADYO-TELEVİZYON ALANI,İngilizce,318.9976,29.47,367.3462,16.35,343.1719
50347,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,317.9243,29.82,385.1237,12.66,351.524
72358,İSTANBUL,ATAŞEHİR,Ataşehir D. Sabancı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,316.7369,30.22,397.8576,10.3,357.29724999999996
40079,İSTANBUL,ŞİŞLİ,Şişli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,316.3023,30.37,368.1724,16.17,342.23735
39923,İSTANBUL,TUZLA,Tuzla Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ENDÜSTRİYEL OTOMASYON TEKNOLOJİLERİ ALANI,İngilizce,311.375,32.06,383.3685,13.01,347.37175
49856,İSTANBUL,BAĞCILAR,Abdurrahman ve Nermin Bilimli Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,310.9406,32.22,366.9345,16.44,338.93755
50075,İSTANBUL,SULTANBEYLİ,Sultanbeyli Sabiha Gökçen Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,310.2136,32.47,344.8065,21.82,327.51005
50765,İSTANBUL,BAŞAKŞEHİR,Borsa İstanbul Başakşehir Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,BİLİŞİM TEKNOLOJİLERİ ALANI,İngilizce,309.1171,32.86,370.7025,15.62,339.9098
50019,İSTANBUL,BAHÇELİEVLER,İMMİB Erkan Avcı Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,306.9933,33.63,334.9659,24.51,320.9796
49946,İSTANBUL,KARTAL,Atalar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,300.8891,35.92,371.8003,15.38,336.3447
50105,İSTANBUL,AVCILAR,Avcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,300.7544,35.97,345.5959,21.61,323.17515
49839,İSTANBUL,ATAŞEHİR,Enerjisa İstanbul Meslekî ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,YENİLENEBİLİR ENERJİ TEKNOLOJİLERİ ALANI,İngilizce,300.1544,36.21,428.9988,5.39,364.5766
50165,İSTANBUL,PENDİK,Pendik Barbaros Hayrettin Paşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GEMİ YAPIMI ALANI,İngilizce,298.5852,36.79,353.1722,19.68,325.8787
40894,İSTANBUL,PENDİK,Nuri Demirağ Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,298.4088,36.86,349.9139,20.48,324.16134999999997
50672,İSTANBUL,ÜSKÜDAR,Haydarpaşa Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,297.8019,37.1,374.0425,14.91,335.9222
39858,İSTANBUL,BAYRAMPAŞA,İnönü Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,297.4717,37.23,374.3569,14.84,335.9143
40015,İSTANBUL,AVCILAR,Avcılar Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,MAKİNE VE TASARIM TEKNOLOJİSİ ALANI,İngilizce,296.357,37.67,355.0216,19.24,325.6893
49519,İSTANBUL,BAHÇELİEVLER,Bahçelievler Aydın Doğan Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,GAZETECİLİK ALANI,İngilizce,295.8805,37.86,347.0881,21.22,321.48429999999996
49391,İSTANBUL,TUZLA,Tuzla Mesleki ve Teknik Anadolu Lisesi,Anadolu Teknik Programı,ELEKTRİK- ELEKTRONİK TEKNOLOJİSİ ALANI,İngilizce,293.8284,38.68,377.2248,14.25,335.52660000000003
