iter	Passed	Remaining
2579	140329	403582
2580	140397	403568
2581	140449	403506
2582	140509	403469
2583	140557	403394
2584	140609	403334
2585	140670	403299
2586	140724	403242
2587	140770	403164
2588	140817	403089
2589	140873	403039
2590	140918	402957
2591	140959	402866
2592	141017	402821
2593	141073	402771
2594	141126	402712
2595	141174	402641
2596	141224	402575
2597	141281	402527
2598	141343	402494
2599	141396	402435
2600	141445	402367
2601	141491	402287
2602	141531	402192
2603	141584	402135
2604	141640	402083
2605	141691	402022
2606	141735	401938
2607	141784	401868
2608	141841	401819
2609	141896	401768
2610	141949	401708
2611	141998	401640
2612	142043	401560
2613	142093	401494
2614	142143	401425
2615	142196	401367
2616	142248	401306
2617	142303	401254
2618	142356	401197
2619	142418	401164
2620	142474	401114
2621	142520	401034
2622	142570	400967
2623	142618	400896
2624	142682	400869
2625	142743	400834
2626	142857	400948
2627	142909	400884
2628	142963	400829
2629	143007	400747
2630	143058	400683
2631	143108	400615
2632	143156	400545
2633	143203	400470
2634	143261	400426
2635	143318	400378
2636	143370	400316
2637	143416	400238
2638	143468	400179
2639	143519	400116
2640	143564	400033
2641	143614	399967
2642	143672	399923
2643	143726	399867
2644	143770	399785
2645	143828	399740
2646	143883	399687
2647	143947	399661
2648	143996	399590
2649	144046	399525
2650	144103	399479
2651	144153	399411
2652	144199	399335
2653	144251	399274
2654	144311	399235
2655	144363	399172
2656	144417	399117
2657	144469	399058
2658	144529	399019
2659	144582	398959
2660	144636	398905
2661	144692	398856
2662	144743	398791
2663	144801	398748
2664	144853	398686
2665	144910	398640
2666	144966	398589
2667	145011	398510
2668	145060	398440
2669	145107	398367
2670	145155	398294
2671	145199	398213
2672	145285	398244
2673	145335	398179
2674	145388	398119
2675	145439	398056
2676	145500	398019
2677	145548	397948
2678	145600	397887
2679	145654	397833
2680	145702	397761
2681	145761	397719
2682	145813	397657
2683	145870	397612
2684	145929	397569
2685	145985	397519
2686	146039	397465
2687	146087	397392
2688	146139	397332
2689	146197	397288
2690	146249	397227
2691	146299	397160
2692	146362	397128
2693	146409	397054
2694	146467	397010
2695	146515	396939
2696	146577	396906
2697	146631	396849
2698	146679	396779
2699	146734	396727
2700	146789	396672
2701	146841	396614
2702	146895	396558
2703	146948	396499
2704	147007	396457
2705	147065	396413
2706	147117	396354
2707	147166	396284
2708	147217	396222
2709	147266	396151
2710	147321	396099
2711	147370	396031
2712	147417	395957
2713	147465	395886
2714	147517	395824
2715	147570	395766
2716	147622	395707
2717	147680	395661
2718	147733	395603
2719	147781	395534
2720	147829	395462
2721	147873	395378
2722	147924	395315
2723	147981	395268
2724	148034	395210
2725	148079	395133
2726	148129	395067
2727	148180	395003
2728	148231	394940
2729	148274	394854
2730	148327	394796
2731	148379	394737
2732	148429	394671
2733	148487	394626
2734	148542	394573
2735	148599	394528
2736	148646	394453
2737	148702	394404
2738	148754	394344
2739	148804	394278
2740	148867	394245
2741	148912	394166
2742	148955	394082
2743	149016	394045
2744	149065	393979
2745	149179	394081
2746	149241	394047
2747	149303	394013
2748	149356	393954
2749	149412	393905
2750	149458	393828
2751	149510	393768
2752	149557	393696
2753	149610	393637
2754	149663	393579
2755	149708	393500
2756	149762	393445
2757	149809	393372
2758	149855	393295
2759	149907	393234
2760	149958	393172
2761	150003	393093
2762	150045	393007
2763	150097	392946
2764	150153	392897
2765	150214	392860
2766	150257	392777
2767	150302	392698
2768	150355	392639
2769	150397	392553
2770	150440	392469
2771	150498	392424
2772	150551	392366
2773	150605	392311
2774	150659	392258
2775	150706	392184
2776	150757	392122
2777	150809	392061
2778	150869	392020
2779	150917	391952
2780	150971	391896
2781	151024	391837
2782	151073	391771
2783	151130	391723
2784	151213	391742
2785	151262	391675
2786	151317	391623
2787	151367	391556
2788	151418	391494
2789	151470	391435
2790	151528	391390
2791	151577	391321
2792	151632	391269
2793	151677	391192
2794	151730	391132
2795	151781	391071
2796	151833	391011
2797	151891	390965
2798	151941	390900
2799	151995	390844
2800	152055	390806
2801	152103	390734
2802	152149	390660
2803	152198	390592
2804	152247	390525
2805	152299	390464
2806	152352	390406
2807	152400	390337
2808	152457	390288
2809	152518	390251
2810	152569	390189
2811	152631	390155
2812	152699	390136
2813	152745	390061
2814	152797	389998
2815	152853	389951
2816	152909	389901
2817	152974	389872
2818	153029	389822
2819	153087	389774
2820	153134	389703
2821	153178	389623
2822	153227	389553
2823	153278	389492
2824	153346	389472
2825	153403	389424
2826	153447	389345
2827	153493	389269
2828	153551	389224
2829	153602	389162
2830	153654	389101
2831	153700	389027
2832	153752	388968
2833	153800	388898
2834	153849	388830
2835	153897	388758
2836	153952	388707
2837	154013	388668
2838	154059	388594
2839	154110	388533
2840	154162	388471
2841	154209	388400
2842	154263	388345
2843	154308	388266
2844	154365	388219
2845	154417	388161
2846	154474	388113
2847	154517	388029
2848	154575	387985
2849	154618	387903
2850	154670	387843
2851	154724	387788
2852	154776	387728
2853	154828	387668
2854	154886	387622
2855	154941	387571
2856	154991	387506
2857	155044	387449
2858	155096	387388
2859	155148	387328
2860	155196	387259
2861	155249	387200
2862	155299	387137
2863	155353	387080
2864	155400	387010
2865	155466	386983
2866	155526	386944
2867	155580	386889
2868	155634	386835
2869	155694	386796
2870	155745	386733
2871	155799	386677
2872	155850	386614
2873	155905	386562
2874	155958	386505
2875	156011	386447
2876	156066	386395
2877	156128	386360
2878	156182	386305
2879	156237	386253
2880	156289	386193
2881	156346	386145
2882	156404	386102
2883	156473	386083
2884	156575	386147
2885	156626	386084
2886	156670	386005
2887	156726	385954
2888	156778	385894
2889	156828	385831
2890	156880	385770
2891	156964	385789
2892	157012	385720
2893	157060	385650
2894	157113	385592
2895	157166	385534
2896	157214	385466
2897	157267	385408
2898	157321	385354
2899	157370	385287
2900	157420	385221
2901	157465	385145
2902	157517	385085
2903	157563	385010
2904	157612	384943
2905	157705	384983
2906	157791	385008
2907	157852	384968
2908	157934	384983
2909	158006	384971
2910	158069	384939
2911	158126	384891
2912	158178	384829
2913	158226	384760
2914	158279	384704
2915	158333	384649
2916	158386	384591
2917	158437	384529
2918	158495	384484
2919	158552	384435
2920	158604	384376
2921	158652	384305
2922	158711	384262
2923	158755	384183
2924	158802	384111
2925	158850	384041
2926	158898	383973
2927	158952	383918
2928	159009	383870
2929	159061	383811
2930	159110	383744
2931	159170	383704
2932	159223	383645
2933	159270	383573
2934	159326	383522
2935	159379	383466
2936	159439	383426
2937	159492	383369
2938	159551	383325
2939	159609	383278
2940	159670	383241
2941	159726	383191
2942	159787	383154
2943	159839	383094
2944	159888	383026
2945	159932	382948
2946	159984	382888
2947	160031	382816
2948	160085	382760
2949	160140	382708
2950	160191	382647
2951	160302	382727
2952	160353	382664
2953	160402	382598
2954	160457	382546
2955	160502	382468
2956	160548	382396
2957	160597	382327
2958	160648	382267
2959	160702	382211
2960	160760	382165
2961	160819	382122
2962	160869	382057
2963	160918	381990
2964	160963	381915
2965	161022	381871
2966	161077	381818
2967	161122	381742
2968	161170	381675
2969	161234	381642
2970	161277	381562
2971	161335	381515
2972	161391	381464
2973	161445	381411
2974	161500	381358
2975	161556	381307
2976	161613	381260
2977	161667	381205
2978	161716	381138
2979	161765	381072
2980	161807	380987
2981	161854	380916
2982	161903	380851
2983	161952	380783
2984	162007	380732
2985	162063	380681
2986	162119	380631
2987	162164	380555
2988	162225	380517
2989	162279	380461
2990	162331	380402
2991	162383	380342
2992	162438	380289
2993	162493	380237
2994	162548	380183
2995	162611	380149
2996	162657	380076
2997	162713	380027
2998	162773	379986
2999	162840	379961
3000	162921	379968
3001	162966	379894
3002	163016	379830
3003	163067	379766
3004	163125	379720
3005	163179	379665
3006	163230	379603
3007	163284	379549
3008	163336	379490
3009	163384	379421
3010	163440	379371
3011	163505	379340
3012	163550	379265
3013	163605	379213
3014	163655	379149
3015	163706	379086
3016	163753	379014
3017	163806	378957
3018	163853	378887
3019	163906	378830
3020	163953	378759
3021	164006	378701
3022	164146	378845
3023	164206	378805
3024	164259	378746
3025	164308	378681
3026	164381	378668
3027	164432	378606
3028	164484	378548
3029	164533	378482
3030	164578	378405
3031	164629	378343
3032	164681	378283
3033	164732	378221
3034	164779	378150
3035	164823	378073
3036	164882	378030
3037	164932	377965
3038	164993	377925
3039	165039	377854
3040	165093	377799
3041	165148	377745
3042	165205	377697
3043	165248	377616
3044	165300	377558
3045	165350	377494
3046	165409	377450
3047	165457	377382
3048	165516	377337
3049	165565	377272
3050	165622	377225
3051	165669	377152
3052	165722	377096
3053	165776	377040
3054	165830	376986
3055	165881	376924
3056	165937	376874
3057	166000	376839
3058	166062	376801
3059	166124	376765
3060	166173	376699
3061	166223	376635
3062	166278	376581
3063	166328	376518
3064	166387	376476
3065	166442	376423
3066	166504	376385
3067	166561	376337
3068	166605	376261
3069	166672	376233
3070	166736	376201
3071	166785	376136
3072	166838	376078
3073	166894	376027
3074	166943	375962
3075	166991	375893
3076	167047	375843
3077	167111	375811
3078	167172	375772
3079	167215	375691
3080	167260	375616
3081	167304	375540
3082	167351	375468
3083	167411	375426
3084	167467	375376
3085	167516	375311
3086	167569	375254
3087	167627	375208
3088	167675	375138
3089	167720	375064
3090	167764	374986
3091	167809	374912
3092	167858	374846
3093	167903	374771
3094	167950	374701
3095	168001	374639
3096	168046	374565
3097	168100	374509
3098	168155	374456
3099	168208	374399
3100	168258	374336
3101	168326	374313
3102	168376	374248
3103	168434	374201
3104	168493	374159
3105	168544	374097
3106	168599	374044
3107	168684	374057
3108	168738	374003
3109	168802	373970
3110	168859	373922
3111	168913	373867
3112	168961	373799
3113	169008	373729
3114	169061	373672
3115	169106	373597
3116	169151	373521
3117	169207	373472
3118	169264	373423
3119	169318	373369
3120	169372	373314
3121	169437	373283
3122	169490	373226
3123	169548	373180
3124	169601	373123
3125	169653	373064
3126	169704	373003
3127	169758	372947
3128	169814	372897
3129	169864	372834
3130	169921	372786
3131	169983	372747
3132	170037	372692
3133	170091	372638
3134	170143	372579
3135	170198	372527
3136	170244	372454
3137	170314	372434
3138	170382	372408
3139	170435	372351
3140	170495	372311
3141	170550	372257
3142	170601	372197
3143	170643	372114
3144	170699	372064
3145	170763	372033
3146	170824	371992
3147	170877	371935
3148	170938	371895
3149	170984	371822
3150	171036	371764
3151	171091	371711
3152	171142	371650
3153	171185	371572
3154	171241	371519
3155	171302	371482
3156	171359	371431
3157	171421	371396
3158	171523	371443
3159	171577	371388
3160	171625	371321
3161	171675	371257
3162	171728	371199
3163	171773	371125
3164	171826	371069
3165	171884	371023
3166	171933	370956
3167	172001	370932
3168	172060	370888
3169	172118	370842
3170	172168	370777
3171	172219	370717
3172	172277	370670
3173	172333	370620
3174	172394	370580
3175	172452	370534
3176	172505	370475
3177	172552	370407
3178	172606	370351
3179	172670	370317
3180	172719	370253
3181	172775	370201
3182	172830	370148
3183	172884	370095
3184	172945	370054
3185	172993	369986
3186	173044	369926
3187	173097	369867
3188	173145	369799
3189	173199	369746
3190	173258	369702
3191	173314	369650
3192	173362	369581
3193	173409	369512
3194	173451	369432
3195	173508	369385
3196	173574	369355
3197	173637	369318
3198	173717	369320
3199	173788	369299
3200	173846	369254
3201	173899	369196
3202	173962	369161
3203	174040	369158
3204	174122	369161
3205	174181	369117
3206	174239	369070
3207	174297	369023
3208	174367	369003
3209	174430	368967
3210	174490	368924
3211	174535	368850
3212	174600	368817
3213	174656	368768
3214	174718	368728
3215	174767	368664
3216	174895	368763
3217	174979	368773
3218	175040	368732
3219	175114	368720
3220	175180	368689
3221	175247	368660
3222	175310	368624
3223	175369	368580
3224	175432	368545
3225	175502	368522
3226	175557	368468
3227	175606	368403
3228	175655	368337
3229	175715	368296
3230	175763	368227
3231	175813	368164
3232	175869	368112
3233	175918	368046
3234	175974	367997
3235	176034	367954
3236	176090	367901
3237	176139	367837
3238	176197	367789
3239	176248	367727
3240	176340	367753
3241	176433	367779
3242	176488	367724
3243	176556	367698
3244	176620	367665
3245	176679	367619
3246	176737	367573
3247	176806	367549
3248	176872	367517
3249	176935	367482
3250	176992	367431
3251	177041	367366
3252	177098	367318
3253	177157	367272
3254	177219	367234
3255	177268	367168
3256	177318	367104
3257	177377	367059
3258	177429	367000
3259	177496	366971
3260	177555	366926
3261	177608	366867
3262	177684	366858
3263	177758	366844
3264	177834	366834
3265	177908	366820
3266	177955	366750
3267	178016	366709
3268	178065	366644
3269	178122	366595
3270	178173	366533
3271	178217	366456
3272	178272	366402
3273	178321	366338
3274	178372	366277
3275	178427	366222
3276	178487	366178
3277	178562	366166
3278	178609	366098
3279	178678	366073
3280	178744	366043
3281	178829	366049
3282	178899	366027
3283	178957	365980
3284	179012	365925
3285	179064	365867
3286	179119	365812
3287	179176	365765
3288	179223	365695
3289	179273	365631
3290	179345	365612
3291	179396	365550
3292	179458	365511
3293	179508	365447
3294	179565	365398
3295	179618	365339
3296	179688	365316
3297	179746	365270
3298	179800	365214
3299	179879	365210
3300	179937	365162
3301	179986	365096
3302	180029	365018
3303	180079	364954
3304	180135	364903
3305	180191	364851
3306	180238	364783
3307	180293	364729
3308	180350	364679
3309	180410	364637
3310	180467	364587
3311	180542	364573
3312	180603	364532
3313	180666	364495
3314	180717	364432
3315	180774	364383
3316	180826	364324
3317	180887	364282
3318	180948	364241
3319	181038	364258
3320	181088	364194
3321	181152	364158
3322	181203	364096
3323	181259	364045
3324	181317	363997
3325	181401	364002
3326	181462	363960
3327	181511	363894
3328	181567	363843
3329	181678	363902
3330	181734	363850
3331	181783	363784
3332	181861	363777
3333	181919	363730
3334	181968	363664
3335	182018	363600
3336	182078	363557
3337	182136	363509
3338	182195	363463
3339	182255	363418
3340	182300	363346
3341	182370	363322
3342	182437	363291
3343	182501	363256
3344	182565	363220
3345	182625	363177
3346	182682	363126
3347	182735	363069
3348	182794	363023
3349	182849	362970
3350	182900	362909
3351	182955	362853
3352	183001	362782
3353	183053	362722
3354	183113	362679
3355	183197	362682
3356	183248	362621
3357	183308	362577
3358	183372	362540
3359	183419	362470
3360	183462	362395
3361	183516	362338
3362	183564	362270
3363	183619	362216
3364	183671	362156
3365	183723	362097
3366	183784	362056
3367	183834	361993
3368	183902	361964
3369	183973	361942
3370	184030	361893
3371	184086	361840
3372	184147	361799
3373	184203	361747
3374	184255	361686
3375	184302	361617
3376	184352	361552
3377	184416	361516
3378	184477	361476
3379	184555	361467
3380	184612	361416
3381	184668	361365
3382	184715	361295
3383	184759	361221
3384	184815	361167
3385	184857	361089
3386	184907	361025
3387	184960	360967
3388	185015	360914
3389	185061	360843
3390	185119	360795
3391	185167	360728
3392	185217	360663
3393	185275	360614
3394	185323	360547
3395	185382	360501
3396	185440	360453
3397	185481	360373
3398	185529	360306
3399	185579	360243
3400	185634	360188
3401	185686	360128
3402	185740	360074
3403	185807	360042
3404	185860	359985
3405	185911	359922
3406	185960	359857
3407	186014	359803
3408	186082	359773
3409	186141	359727
3410	186191	359663
3411	186240	359598
3412	186299	359553
3413	186356	359503
3414	186408	359444
3415	186465	359393
3416	186518	359336
3417	186587	359309
3418	186647	359264
3419	186719	359244
3420	186785	359211
3421	186842	359161
3422	186895	359103
3423	186950	359050
3424	187011	359006
3425	187054	358929
3426	187114	358885
3427	187162	358819
3428	187214	358759
3429	187268	358704
3430	187327	358656
3431	187388	358614
3432	187515	358698
3433	187563	358632
3434	187610	358563
3435	187669	358516
3436	187722	358457
3437	187774	358399
3438	187829	358345
3439	187889	358300
3440	187940	358239
3441	187993	358181
3442	188042	358115
3443	188099	358065
3444	188153	358009
3445	188195	357932
3446	188246	357871
3447	188294	357803
3448	188336	357724
3449	188384	357657
3450	188436	357597
3451	188491	357543
3452	188547	357492
3453	188598	357430
3454	188645	357360
3455	188695	357299
3456	188748	357239
3457	188793	357168
3458	188849	357115
3459	188898	357050
3460	188956	357001
3461	189005	356938
3462	189056	356876
3463	189108	356816
3464	189156	356749
3465	189199	356673
3466	189250	356612
3467	189306	356559
3468	189355	356494
3469	189401	356424
3470	189451	356360
3471	189505	356304
3472	189557	356246
3473	189608	356183
3474	189652	356109
3475	189710	356061
3476	189760	355998
3477	189809	355934
3478	189864	355880
3479	189922	355832
3480	189972	355769
3481	190023	355707
3482	190075	355647
3483	190131	355596
3484	190178	355527
3485	190233	355472
3486	190284	355412
3487	190333	355348
3488	190377	355272
3489	190424	355203
3490	190482	355155
3491	190540	355108
3492	190590	355045
3493	190640	354981
3494	190687	354914
3495	190732	354841
3496	190789	354791
3497	190832	354714
3498	190883	354654
3499	190929	354583
3500	190975	354512
3501	191025	354449
3502	191090	354414
3503	191137	354346
3504	191193	354294
3505	191248	354240
3506	191308	354196
3507	191365	354145
3508	191408	354071
3509	191462	354015
3510	191509	353946
3511	191569	353901
3512	191612	353826
3513	191668	353774
3514	191725	353723
3515	191770	353652
3516	191814	353577
3517	191861	353509
3518	191912	353448
3519	191968	353397
3520	192019	353335
3521	192066	353266
3522	192111	353194
3523	192159	353129
3524	192214	353074
3525	192264	353012
3526	192316	352952
3527	192361	352880
3528	192412	352819
3529	192468	352767
3530	192526	352719
3531	192573	352652
3532	192625	352591
3533	192669	352517
3534	192723	352462
3535	192776	352405
3536	192848	352383
3537	192905	352333
3538	192963	352284
3539	193011	352218
3540	193068	352167
3541	193113	352096
3542	193160	352028
3543	193208	351963
3544	193260	351903
3545	193304	351830
3546	193351	351761
3547	193403	351701
3548	193462	351656
3549	193524	351615
3550	193564	351534
3551	193615	351473
3552	193658	351398
3553	193701	351323
3554	193756	351268
3555	193811	351214
3556	193922	351263
3557	193970	351196
3558	194017	351129
3559	194078	351085
3560	194132	351030
3561	194175	350954
3562	194226	350893
3563	194269	350819
3564	194325	350766
3565	194369	350694
3566	194418	350629
3567	194466	350562
3568	194512	350493
3569	194564	350434
3570	194616	350374
3571	194664	350309
3572	194718	350253
3573	194766	350187
3574	194813	350118
3575	194862	350055
3576	194913	349994
3577	194965	349934
3578	195021	349883
3579	195063	349805
3580	195113	349743
3581	195158	349673
3582	195208	349609
3583	195261	349552
3584	195317	349500
3585	195377	349456
3586	195427	349393
3587	195478	349333
3588	195526	349267
3589	195574	349201
3590	195622	349135
3591	195665	349059
3592	195716	349000
3593	195767	348938
3594	195815	348873
3595	195866	348811
3596	195912	348742
3597	195961	348677
3598	196023	348638
3599	196080	348587
3600	196138	348539
3601	196186	348473
3602	196233	348405
3603	196278	348335
3604	196328	348271
3605	196385	348221
3606	196441	348171
3607	196485	348097
3608	196536	348036
3609	196581	347965
3610	196629	347899
3611	196683	347844
3612	196729	347774
3613	196782	347718
3614	196828	347648
3615	196878	347586
3616	196934	347534
3617	196990	347482
3618	197047	347432
3619	197101	347377
3620	197142	347299
3621	197200	347251
3622	197248	347184
3623	197296	347120
3624	197349	347062
3625	197403	347008
3626	197460	346957
3627	197516	346905
3628	197566	346843
3629	197618	346785
3630	197665	346717
3631	197708	346643
3632	197753	346571
3633	197808	346518
3634	197852	346446
3635	197906	346391
3636	197955	346326
3637	198002	346260
3638	198052	346197
3639	198109	346147
3640	198168	346100
3641	198227	346053
3642	198278	345993
3643	198323	345923
3644	198376	345865
3645	198425	345802
3646	198468	345727
3647	198521	345671
3648	198599	345657
3649	198647	345591
3650	198693	345522
3651	198749	345471
3652	198801	345412
3653	198854	345356
3654	198905	345295
3655	198955	345233
3656	199015	345188
3657	199065	345127
3658	199116	345066
3659	199172	345013
3660	199223	344954
3661	199272	344890
3662	199314	344814
3663	199361	344748
3664	199415	344692
3665	199474	344645
3666	199525	344585
3667	199584	344538
3668	199636	344480
3669	199690	344425
3670	199737	344358
3671	199785	344292
3672	199836	344231
3673	199882	344163
3674	199938	344111
3675	199996	344063
3676	200042	343994
3677	200094	343936
3678	200144	343874
3679	200188	343802
3680	200252	343764
3681	200307	343710
3682	200405	343731
3683	200453	343665
3684	200494	343587
3685	200557	343547
3686	200605	343483
3687	200650	343413
3688	200699	343349
3689	200747	343284
3690	200801	343228
3691	200853	343169
3692	200909	343119
3693	200955	343050
3694	201009	342995
3695	201060	342934
3696	201104	342862
3697	201151	342795
3698	201205	342740
3699	201255	342678
3700	201314	342632
3701	201364	342570
3702	201421	342519
3703	201475	342464
3704	201533	342416
3705	201585	342357
3706	201635	342295
3707	201679	342224
3708	201726	342157
3709	201773	342090
3710	201828	342037
3711	201889	341993
3712	201939	341932
3713	201993	341877
3714	202045	341818
3715	202094	341754
3716	202148	341700
3717	202205	341650
3718	202250	341580
3719	202305	341526
3720	202363	341478
3721	202413	341415
3722	202457	341344
3723	202511	341289
3724	202569	341240
3725	202626	341190
3726	202676	341130
3727	202729	341072
3728	202779	341010
3729	202845	340976
3730	202906	340933
3731	202950	340861
3732	203003	340803
3733	203050	340738
3734	203095	340668
3735	203140	340598
3736	203195	340544
3737	203238	340470
3738	203286	340406
3739	203334	340339
3740	203382	340275
3741	203437	340221
3742	203485	340157
3743	203566	340147
3744	203618	340088
3745	203659	340013
3746	203714	339958
3747	203777	339919
3748	203828	339859
3749	203877	339796
3750	203934	339746
3751	203985	339686
3752	204040	339631
3753	204087	339565
3754	204135	339501
3755	204186	339441
3756	204233	339374
3757	204286	339318
3758	204340	339263
3759	204394	339207
3760	204440	339139
3761	204501	339096
3762	204559	339047
3763	204609	338986
3764	204665	338934
3765	204723	338885
3766	204775	338827
3767	204831	338776
3768	204879	338711
3769	204925	338643
3770	204976	338583
3771	205030	338528
3772	205073	338456
3773	205121	338391
3774	205168	338324
3775	205216	338259
3776	205270	338204
3777	205316	338136
3778	205371	338083
3779	205424	338026
3780	205484	337981
3781	205525	337905
3782	205571	337837
3783	205622	337777
3784	205665	337704
3785	205717	337646
3786	205770	337588
3787	205813	337516
3788	205862	337453
3789	205910	337388
3790	205954	337317
3791	205999	337248
3792	206043	337176
3793	206097	337122
3794	206164	337088
3795	206218	337033
3796	206267	336970
3797	206313	336903
3798	206360	336835
3799	206405	336766
3800	206449	336695
3801	206500	336635
3802	206549	336572
3803	206594	336504
3804	206650	336452
3805	206705	336398
3806	206819	336441
3807	206874	336388
3808	206934	336342
3809	206979	336274
3810	207038	336226
3811	207097	336180
3812	207144	336113
3813	207187	336041
3814	207242	335988
3815	207289	335921
3816	207338	335858
3817	207390	335801
3818	207443	335744
3819	207485	335670
3820	207537	335612
3821	207591	335557
3822	207652	335514
3823	207703	335453
3824	207752	335391
3825	207806	335336
3826	207860	335281
3827	207911	335221
3828	207969	335173
3829	208015	335106
3830	208060	335036
3831	208115	334983
3832	208162	334918
3833	208206	334846
3834	208255	334784
3835	208297	334709
3836	208347	334648
3837	208388	334572
3838	208432	334502
3839	208498	334465
3840	208541	334394
3841	208594	334338
3842	208635	334261
3843	208682	334196
3844	208735	334140
3845	208791	334088
3846	208847	334036
3847	208924	334018
3848	208970	333950
3849	209014	333880
3850	209067	333823
3851	209116	333761
3852	209163	333694
3853	209213	333633
3854	209264	333573
3855	209318	333520
3856	209370	333461
3857	209431	333418
3858	209484	333362
3859	209530	333294
3860	209579	333232
3861	209629	333171
3862	209673	333100
3863	209723	333039
3864	209774	332979
3865	209826	332921
3866	209876	332861
3867	209933	332810
3868	209988	332758
3869	210043	332704
3870	210102	332657
3871	210157	332604
3872	210212	332550
3873	210266	332496
3874	210311	332427
3875	210366	332374
3876	210420	332319
3877	210467	332253
3878	210514	332187
3879	210564	332128
3880	210619	332074
3881	210668	332011
3882	210716	331947
3883	210760	331877
3884	210815	331823
3885	210858	331751
3886	210908	331691
3887	210958	331630
3888	211011	331574
3889	211067	331522
3890	211118	331463
3891	211171	331406
3892	211228	331357
3893	211270	331283
3894	211315	331214
3895	211367	331156
3896	211414	331090
3897	211461	331025
3898	211522	330981
3899	211574	330924
3900	211620	330857
3901	211674	330802
3902	211719	330733
3903	211772	330677
3904	211827	330624
3905	211881	330569
3906	211936	330516
3907	211993	330467
3908	212043	330405
3909	212103	330361
3910	212158	330308
3911	212211	330250
3912	212255	330180
3913	212301	330114
3914	212353	330056
3915	212406	329999
3916	212455	329938
3917	212500	329869
3918	212548	329806
3919	212606	329757
3920	212655	329694
3921	212710	329641
3922	212750	329564
3923	212797	329500
3924	212852	329446
3925	212944	329451
3926	213004	329405
3927	213054	329344
3928	213105	329286
3929	213157	329228
3930	213212	329175
3931	213256	329105
3932	213307	329046
3933	213362	328993
3934	213412	328931
3935	213469	328882
3936	213523	328827
3937	213573	328765
3938	213618	328698
3939	213672	328642
3940	213723	328583
3941	213775	328527
3942	213824	328464
3943	213886	328422
3944	213931	328354
3945	213990	328306
3946	214038	328242
3947	214087	328181
3948	214133	328113
3949	214181	328049
3950	214233	327992
3951	214279	327926
3952	214329	327864
3953	214384	327811
3954	214425	327736
3955	214474	327674
3956	214527	327619
3957	214579	327561
3958	214634	327508
3959	214689	327455
3960	214766	327436
3961	214811	327368
3962	214865	327312
3963	214913	327249
3964	214961	327186
3965	215014	327129
3966	215061	327064
3967	215113	327007
3968	215157	326937
3969	215205	326874
3970	215256	326815
3971	215315	326767
3972	215375	326722
3973	215427	326665
3974	215478	326605
3975	215531	326549
3976	215582	326490
3977	215641	326444
3978	215686	326375
3979	215735	326313
3980	215791	326261
3981	215848	326211
3982	215902	326158
3983	215950	326094
3984	215997	326028
3985	216046	325966
3986	216106	325920
3987	216170	325882
3988	216228	325833
3989	216280	325776
3990	216334	325721
3991	216389	325668
3992	216448	325621
3993	216495	325556
3994	216550	325503
3995	216595	325435
3996	216649	325380
3997	216698	325318
3998	216740	325246
3999	216794	325191
4000	216836	325119
4001	216890	325064
4002	216936	324998
4003	216991	324944
4004	217040	324882
4005	217089	324821
4006	217134	324753
4007	217182	324689
4008	217228	324623
4009	217281	324568
4010	217329	324503
4011	217377	324440
4012	217422	324372
4013	217470	324309
4014	217529	324262
4015	217580	324202
4016	217624	324134
4017	217686	324091
4018	217741	324039
4019	217786	323971
4020	217838	323913
4021	217895	323863
4022	217948	323808
4023	217996	323744
4024	218047	323685
4025	218100	323629
4026	218149	323567
4027	218204	323515
4028	218252	323451
4029	218311	323404
4030	218366	323351
4031	218419	323295
4032	218464	323228
4033	218520	323177
4034	218577	323126
4035	218632	323073
4036	218742	323102
4037	218789	323036
4038	218843	322981
4039	218891	322918
4040	218935	322849
4041	218986	322791
4042	219038	322733
4043	219083	322666
4044	219129	322600
4045	219176	322535
4046	219223	322469
4047	219270	322406
4048	219331	322360
4049	219378	322297
4050	219435	322246
4051	219481	322180
4052	219529	322117
4053	219590	322073
4054	219648	322025
4055	219700	321967
4056	219754	321913
4057	219802	321849
4058	219852	321789
4059	219909	321739
4060	219958	321677
4061	220003	321610
4062	220056	321554
4063	220109	321498
4064	220160	321440
4065	220217	321390
4066	220265	321326
4067	220313	321263
4068	220367	321208
4069	220406	321133
4070	220453	321068
4071	220500	321003
4072	220552	320945
4073	220600	320883
4074	220662	320840
4075	220718	320789
4076	220805	320782
4077	220855	320721
4078	220899	320653
4079	220950	320594
4080	221003	320538
4081	221050	320475
4082	221104	320419
4083	221155	320361
4084	221205	320301
4085	221247	320228
4086	221298	320170
4087	221343	320103
4088	221395	320046
4089	221448	319989
4090	221493	319922
4091	221541	319859
4092	221582	319787
4093	221636	319732
4094	221692	319680
4095	221743	319622
4096	221796	319567
4097	221854	319518
4098	221903	319456
4099	221948	319388
4100	221996	319325
4101	222045	319264
4102	222102	319214
4103	222146	319145
4104	222210	319106
4105	222258	319043
4106	222313	318990
4107	222371	318942
4108	222416	318874
4109	222468	318817
4110	222515	318753
4111	222569	318699
4112	222620	318639
4113	222674	318585
4114	222715	318513
4115	222765	318453
4116	222821	318401
4117	222868	318337
4118	222926	318288
4119	222982	318237
4120	223033	318179
4121	223089	318126
4122	223134	318059
4123	223185	318001
4124	223241	317949
4125	223292	317891
4126	223345	317836
4127	223397	317778
4128	223452	317725
4129	223509	317676
4130	223567	317627
4131	223613	317561
4132	223658	317494
