iter	RMSE
168	5.702778434
169	5.701685317
170	5.699303338
171	5.696936578
172	5.694778647
173	5.693841801
174	5.692341304
175	5.690170246
176	5.688097694
177	5.684020392
178	5.683223831
179	5.681316401
180	5.680578591
181	5.677661255
182	5.676683546
183	5.675061196
184	5.672754107
185	5.67239798
186	5.671214821
187	5.670858175
188	5.668976845
189	5.667379594
190	5.666370471
191	5.665838212
192	5.664483203
193	5.663257085
194	5.66165038
195	5.661029525
196	5.659492349
197	5.658960715
198	5.657404317
199	5.656514512
200	5.655765407
201	5.654272627
202	5.652476187
203	5.6516686
204	5.651214773
205	5.650204037
206	5.649145342
207	5.64870639
208	5.647813091
209	5.64650432
210	5.645232221
211	5.643041976
212	5.640712221
213	5.639778943
214	5.639380317
215	5.638088526
216	5.636302252
217	5.635890183
218	5.635257336
219	5.63421691
220	5.633632425
221	5.633166497
222	5.632544844
223	5.631326257
224	5.629629679
225	5.628717581
226	5.6272916
227	5.626604058
228	5.625717271
229	5.624568015
230	5.622788539
231	5.622272638
232	5.621275052
233	5.620546862
234	5.61885258
235	5.618092047
236	5.615426594
237	5.614320102
238	5.61386988
239	5.61321211
240	5.612761158
241	5.612205004
242	5.610602282
243	5.609098552
244	5.608130494
245	5.607213615
246	5.606168199
247	5.605664892
248	5.605224462
249	5.603848374
250	5.603311247
251	5.602680715
252	5.601039071
253	5.600087186
254	5.599606255
255	5.598459995
256	5.598108786
257	5.597203768
258	5.595594176
259	5.594134233
260	5.591879566
261	5.590784721
262	5.590351273
263	5.589239173
264	5.588790579
265	5.588525484
266	5.587038786
267	5.585738326
268	5.585317158
269	5.583714882
270	5.582806456
271	5.582384207
272	5.581150799
273	5.580945957
274	5.580196811
275	5.579833702
276	5.579269321
277	5.578960769
278	5.57846705
279	5.57764294
280	5.577058979
281	5.576288228
282	5.575902705
283	5.573849003
284	5.573047888
285	5.572257638
286	5.572102631
287	5.570901832
288	5.570223482
289	5.569797048
290	5.568922757
291	5.567974861
292	5.567144673
293	5.566746664
294	5.565934182
295	5.565108432
296	5.564546869
297	5.564021902
298	5.562939258
299	5.56229962
300	5.561659909
301	5.561229583
302	5.560943975
303	5.560329997
304	5.559764499
305	5.558248742
306	5.557740448
307	5.557041063
308	5.556671907
309	5.555929205
310	5.555524995
311	5.555179061
312	5.554208949
313	5.553894468
314	5.553427898
315	5.552985485
316	5.55174144
317	5.551518874
318	5.55014741
319	5.549698683
320	5.549419182
321	5.54866124
322	5.548063633
323	5.547266147
324	5.546898504
325	5.545976261
326	5.545445642
327	5.544111408
328	5.543646612
329	5.543393857
330	5.543041755
331	5.541808466
332	5.541321828
333	5.540637258
334	5.54041338
335	5.539745372
336	5.53904025
337	5.538142692
338	5.537990196
339	5.537490658
340	5.537142297
341	5.536349088
342	5.535707678
343	5.535207717
344	5.534766015
345	5.533823324
346	5.533444164
347	5.532095543
348	5.531195122
349	5.530962403
350	5.530388046
351	5.529993032
352	5.529536812
353	5.527654694
354	5.527067187
355	5.526487649
356	5.526061314
357	5.525787782
358	5.525356834
359	5.524953426
360	5.524644446
361	5.524412971
362	5.524054882
363	5.523671795
364	5.523307576
365	5.522529107
366	5.521559993
367	5.520997695
368	5.51989618
369	5.519177871
370	5.518532292
371	5.517760323
372	5.517128059
373	5.516591838
374	5.516141903
375	5.515507496
376	5.51499113
377	5.514425116
378	5.513780938
379	5.512811375
380	5.512506284
381	5.512351338
382	5.511471417
383	5.509756875
384	5.509064899
385	5.508448624
386	5.507313668
387	5.506929416
388	5.506237303
389	5.506135123
390	5.505243095
391	5.505134796
392	5.504092004
393	5.502920835
394	5.502330905
395	5.501400319
396	5.500966588
397	5.500555721
398	5.500207421
399	5.499680675
400	5.499545
401	5.499283673
402	5.498607833
403	5.497851831
404	5.497517325
405	5.49678518
406	5.496051846
407	5.495690163
408	5.49470278
409	5.494481833
410	5.493835972
411	5.493649929
412	5.493107704
413	5.492843014
414	5.492526549
415	5.491801602
416	5.490401238
417	5.489910043
418	5.489727582
419	5.489206824
420	5.488454555
421	5.488312919
422	5.487839025
423	5.487016826
424	5.486191661
425	5.484920438
426	5.484271482
427	5.483979241
428	5.483294513
429	5.482894575
430	5.482380607
431	5.482015834
432	5.481552775
433	5.480747144
434	5.479812016
435	5.478630182
436	5.477750976
437	5.477543581
438	5.476302771
439	5.476192365
440	5.476063775
441	5.475564941
442	5.475199932
443	5.474191541
444	5.473802554
445	5.473458906
446	5.472947779
447	5.472328532
448	5.471266332
449	5.470063573
450	5.46925581
451	5.468456923
452	5.468123031
453	5.466800427
454	5.465645849
455	5.465108309
456	5.464687283
457	5.464312986
458	5.463470779
459	5.463169081
460	5.461882616
461	5.461061342
462	5.459940045
463	5.459522576
464	5.458656335
465	5.458367777
466	5.458095249
467	5.45773061
468	5.456932674
469	5.456452976
470	5.455304344
471	5.455049256
472	5.454683754
473	5.45427512
474	5.45403318
475	5.453721721
476	5.452812979
477	5.452531153
478	5.451947432
479	5.45128993
480	5.450176748
481	5.450025533
482	5.449619852
483	5.449376384
484	5.44878396
485	5.448542657
486	5.447191735
487	5.446650831
488	5.446046877
489	5.445121652
490	5.444119809
491	5.443943306
492	5.443065549
493	5.442908627
494	5.44245238
495	5.441840464
496	5.441369137
497	5.440651044
498	5.440028782
499	5.439146644
500	5.438596118
501	5.438364951
502	5.437986636
503	5.437507253
504	5.437030254
505	5.436552772
506	5.435640056
507	5.435544274
508	5.435133539
509	5.43454199
510	5.434268046
511	5.433950156
512	5.433318958
513	5.432629169
514	5.431912792
515	5.429896315
516	5.428402636
517	5.427593978
518	5.427333608
519	5.426771494
520	5.425978953
521	5.425451634
522	5.424099163
523	5.422221597
524	5.421799232
525	5.421063942
526	5.420355331
527	5.419735166
528	5.419527986
529	5.418913703
530	5.418758959
531	5.418349608
532	5.417689578
533	5.416532726
534	5.416335169
535	5.415938703
536	5.415581637
537	5.415289234
538	5.4144733
539	5.413776679
540	5.413603617
541	5.41239691
542	5.411861395
543	5.410665163
544	5.41048912
545	5.410042113
546	5.409748744
547	5.409469331
548	5.408989416
549	5.408203808
550	5.407946275
551	5.407800535
552	5.407495731
553	5.40720888
554	5.406717449
555	5.406241284
556	5.406080851
557	5.405479466
558	5.405004745
559	5.404158623
560	5.403580778
561	5.403033066
562	5.402315873
563	5.401668986
564	5.400895195
565	5.400669744
566	5.399899587
567	5.399200863
568	5.398977119
569	5.39878203
570	5.398470273
571	5.397414875
572	5.397230176
573	5.396842754
574	5.396738281
575	5.396481535
576	5.395472661
577	5.394680637
578	5.39434418
579	5.393815992
580	5.393216575
581	5.392665587
582	5.392134565
583	5.392026886
584	5.391419704
585	5.391016288
586	5.390728116
587	5.390229841
588	5.389559244
589	5.389001649
590	5.388529261
591	5.388201104
592	5.387416026
593	5.386977571
594	5.386453115
595	5.385908562
596	5.38550852
597	5.385268168
598	5.384397333
599	5.383622397
600	5.383259623
601	5.382892589
602	5.382026497
603	5.38156063
604	5.381035646
605	5.380264462
606	5.38011485
607	5.379831222
608	5.37916312
609	5.378827254
610	5.378457242
611	5.378142745
612	5.37729195
613	5.37655682
614	5.375797044
615	5.375643514
616	5.374774467
617	5.373287122
618	5.37312258
619	5.372408763
620	5.372054386
621	5.371394921
622	5.371189673
623	5.370959178
624	5.370592645
625	5.370012751
626	5.369090735
627	5.368712231
628	5.368192024
629	5.368079172
630	5.367911565
631	5.367133801
632	5.366823111
633	5.366149143
634	5.365347647
635	5.364820629
636	5.364501308
637	5.364131426
638	5.363511469
639	5.363198556
640	5.362585203
641	5.362437558
642	5.361766171
643	5.361569504
644	5.360343921
645	5.360153692
646	5.359686819
647	5.359430313
648	5.358955095
649	5.358426329
650	5.358048639
651	5.357459775
652	5.35712949
653	5.356245346
654	5.355625148
655	5.354939914
656	5.354761814
657	5.354196562
658	5.353850839
659	5.353232381
660	5.352844912
661	5.352335715
662	5.351661266
663	5.35138151
664	5.350956244
665	5.350730931
666	5.349957845
667	5.349205952
668	5.348363339
669	5.347908896
670	5.347185431
671	5.346255439
672	5.345822584
673	5.345289826
674	5.344000349
675	5.342990547
676	5.342561918
677	5.342203317
678	5.341528712
679	5.341194522
680	5.340797195
681	5.339965162
682	5.339776004
683	5.3389519
684	5.338450141
685	5.33823239
686	5.337830797
687	5.337103044
688	5.336598639
689	5.336301457
690	5.335971661
691	5.335468048
692	5.334999915
693	5.3343723
694	5.33393893
695	5.333467289
696	5.333340881
697	5.332968613
698	5.332116009
699	5.331837702
700	5.331421902
701	5.331128708
702	5.330573102
703	5.330176109
704	5.329486251
705	5.329318106
706	5.32853606
707	5.328390174
708	5.328221544
709	5.32801801
710	5.327350616
711	5.327137816
712	5.326521211
713	5.32606941
714	5.325258052
715	5.325077608
716	5.32494965
717	5.324707691
718	5.32422284
719	5.323794052
720	5.323356667
721	5.322774782
722	5.322324691
723	5.321973967
724	5.321553114
725	5.321191744
726	5.320409631
727	5.319919652
728	5.319176594
729	5.318500196
730	5.31818847
731	5.317676856
732	5.317114655
733	5.316418364
734	5.316087335
735	5.315118498
736	5.314636383
737	5.314064605
738	5.313667959
739	5.313433163
740	5.312837096
741	5.311901993
742	5.311411681
743	5.310310743
744	5.309514149
745	5.308803303
746	5.308656875
747	5.308002867
748	5.3076964
749	5.307375224
750	5.306957733
751	5.306804472
752	5.306465609
753	5.306064551
754	5.305568047
755	5.304889462
756	5.304371816
757	5.30401493
758	5.303697828
759	5.303361707
760	5.302908158
761	5.302434888
762	5.301969268
763	5.301323939
764	5.300864558
765	5.300585969
766	5.29965708
767	5.298639506
768	5.298380271
769	5.297337089
770	5.296894348
771	5.29611748
772	5.295408914
773	5.294948793
774	5.294610531
775	5.294380101
776	5.29335494
777	5.293291031
778	5.292868124
779	5.292417076
780	5.291718895
781	5.291308558
782	5.290747864
783	5.290651499
784	5.290151281
785	5.289657139
786	5.288698885
787	5.287846403
788	5.287160325
789	5.286617117
790	5.285940184
791	5.285629261
792	5.285073638
793	5.284164724
794	5.283569669
795	5.282712045
796	5.282334391
797	5.282064817
798	5.281687345
799	5.281460213
800	5.280791251
801	5.280199678
802	5.27990682
803	5.27964871
804	5.279392632
805	5.279148358
806	5.278611598
807	5.278011825
808	5.277526321
809	5.277330606
810	5.276642252
811	5.276232334
812	5.275565893
813	5.275172264
814	5.274487949
815	5.27368003
816	5.273474163
817	5.273185937
818	5.27273366
819	5.272144141
820	5.271721585
821	5.270933496
822	5.270294838
823	5.26995431
824	5.269373358
825	5.269067832
826	5.268817387
827	5.268421205
828	5.268308721
829	5.268156157
830	5.267520122
831	5.267089223
832	5.266506817
833	5.266141214
834	5.265756905
835	5.264362267
836	5.263966661
837	5.263596551
838	5.263531597
839	5.263051367
840	5.262156203
841	5.261240366
842	5.260143979
843	5.259554417
844	5.259407302
845	5.258913236
846	5.25862923
847	5.258567865
848	5.258268327
849	5.258195094
850	5.257748372
851	5.257411595
852	5.256968002
853	5.256626839
854	5.256052174
855	5.254856313
856	5.25442255
857	5.253530711
858	5.252424493
859	5.25213808
860	5.251618889
861	5.251383603
862	5.251081371
863	5.250357588
864	5.249902887
865	5.249683977
866	5.24913232
867	5.24894606
868	5.248268611
869	5.247740122
870	5.24721158
871	5.247117845
872	5.246650975
873	5.245632266
874	5.245369725
875	5.244969027
876	5.243979273
877	5.243500684
878	5.242487999
879	5.241606946
880	5.24107893
881	5.24029539
882	5.239858819
883	5.239583396
884	5.238626058
885	5.238427974
886	5.238189805
887	5.237376286
888	5.23709409
889	5.236933287
890	5.236587382
891	5.235891838
892	5.235582296
893	5.235202618
894	5.23426373
895	5.233653832
896	5.233261636
897	5.232825166
898	5.232486555
899	5.232232754
900	5.232028926
901	5.231330024
902	5.231030532
903	5.230413606
904	5.229893176
905	5.229615164
906	5.229298827
907	5.228518569
908	5.227868993
909	5.227761143
910	5.227525242
911	5.227223007
912	5.226971017
913	5.226380696
914	5.22595444
915	5.225418644
916	5.225042819
917	5.22472322
918	5.224481212
919	5.22407386
920	5.223829066
921	5.22338997
922	5.223008947
923	5.222603777
924	5.222226601
925	5.221647002
926	5.220950386
927	5.220444409
928	5.220209786
929	5.219864612
930	5.219285899
931	5.219055591
932	5.217877691
933	5.217496265
934	5.217014097
935	5.216116322
936	5.215034601
937	5.214628812
938	5.214227823
939	5.212836428
940	5.2122185
941	5.211769449
942	5.210875835
943	5.210614075
944	5.21047801
945	5.210405947
946	5.209692401
947	5.209168749
948	5.208644124
949	5.207951758
950	5.207712887
951	5.207090204
952	5.206859817
953	5.206408922
954	5.205631455
955	5.205407918
956	5.205093797
957	5.204896742
958	5.204438761
959	5.203895909
960	5.203409714
961	5.203246947
962	5.202736712
963	5.202088989
964	5.201610466
965	5.20096168
966	5.200027683
967	5.198662717
968	5.198039642
969	5.197594675
970	5.196485552
971	5.196262083
972	5.195469245
973	5.1948093
974	5.194649497
975	5.193829158
976	5.192823189
977	5.192733323
978	5.192333415
979	5.192086894
980	5.191681622
981	5.191141364
982	5.190051202
983	5.189618725
984	5.189035021
985	5.188132174
986	5.187068901
987	5.186754826
988	5.186236954
989	5.185885123
990	5.185372254
991	5.185072421
992	5.184962986
993	5.184502551
994	5.184125611
995	5.183909014
996	5.183753503
997	5.1827553
998	5.182314344
999	5.182173369
1000	5.181426995
1001	5.181100306
1002	5.180324831
1003	5.180048559
1004	5.179830634
1005	5.17958537
1006	5.179153873
1007	5.178142735
1008	5.17803941
1009	5.177582992
1010	5.177238683
1011	5.176911731
1012	5.176592173
1013	5.176465642
1014	5.175640103
1015	5.175380966
1016	5.174826487
1017	5.174526507
1018	5.174355644
1019	5.174198223
1020	5.173773928
1021	5.173191219
1022	5.172833167
1023	5.172322483
1024	5.171851412
1025	5.171317897
1026	5.171004953
1027	5.170740247
1028	5.170035612
1029	5.169909617
1030	5.168948194
1031	5.168769256
1032	5.168276971
1033	5.167551572
1034	5.167172003
1035	5.166387703
1036	5.165764451
1037	5.165529667
1038	5.165100711
1039	5.164621084
1040	5.164230614
1041	5.164054068
1042	5.163658444
1043	5.162866872
1044	5.162450243
1045	5.162354272
1046	5.161477669
1047	5.161230604
1048	5.160814308
1049	5.16062672
1050	5.159858164
1051	5.159663101
1052	5.159347823
1053	5.158957419
1054	5.158831618
1055	5.158603728
1056	5.157957207
1057	5.157388993
1058	5.156696958
1059	5.155609285
1060	5.155102479
1061	5.155001485
1062	5.154662882
1063	5.154419912
1064	5.154100123
1065	5.153554529
1066	5.153162056
1067	5.152616362
1068	5.151692695
1069	5.151442133
1070	5.151087227
1071	5.150114836
1072	5.149655011
1073	5.149470045
1074	5.148550939
1075	5.148291137
1076	5.148035982
1077	5.147029919
1078	5.146570751
1079	5.145882623
1080	5.145821778
1081	5.145465085
1082	5.145195568
1083	5.144488367
1084	5.143794129
1085	5.143424935
1086	5.143126154
1087	5.14299157
1088	5.142435232
1089	5.141665358
1090	5.140762825
1091	5.140521531
1092	5.140239852
1093	5.13920752
1094	5.138979226
1095	5.138829125
1096	5.138228679
1097	5.138027658
1098	5.137490631
1099	5.136745471
1100	5.13662006
1101	5.13636596
1102	5.135828292
1103	5.135346865
1104	5.134518687
1105	5.133848104
1106	5.132820329
1107	5.132371811
1108	5.131755648
1109	5.131387925
1110	5.130774215
1111	5.130270334
1112	5.129688296
1113	5.129019888
1114	5.12885172
1115	5.128587411
1116	5.128069513
1117	5.127534952
1118	5.126996124
1119	5.126389377
1120	5.12576641
1121	5.125528857
1122	5.125239098
1123	5.124876526
1124	5.124418651
1125	5.123569741
1126	5.122723735
1127	5.122282295
1128	5.121676161
1129	5.120623219
1130	5.120119745
1131	5.120000487
1132	5.119390099
1133	5.119247392
1134	5.118965714
1135	5.118565902
1136	5.118076523
1137	5.117795718
1138	5.117164906
1139	5.116968216
1140	5.1164958
1141	5.11626532
1142	5.115803626
1143	5.115484003
1144	5.115130354
1145	5.114763078
1146	5.114489832
1147	5.113451832
1148	5.112943663
1149	5.112415264
1150	5.111702824
1151	5.11114355
1152	5.110684679
1153	5.110359102
1154	5.110142665
1155	5.109538378
1156	5.108674081
1157	5.108416712
1158	5.108231662
1159	5.107729784
1160	5.107305604
1161	5.106770749
1162	5.10673152
1163	5.106521742
1164	5.106197544
1165	5.105471313
1166	5.104986554
1167	5.104516789
1168	5.104109734
1169	5.103880576
1170	5.103805362
1171	5.103180108
1172	5.102927634
1173	5.10269184
1174	5.102304859
1175	5.102080087
1176	5.101765012
1177	5.101452975
1178	5.100865532
1179	5.100243681
1180	5.100029637
1181	5.099326994
1182	5.098915996
1183	5.098654606
1184	5.098434143
1185	5.098116961
1186	5.097433352
1187	5.096923115
1188	5.096824498
1189	5.09602584
1190	5.095702152
1191	5.094935811
1192	5.09413568
1193	5.093783847
1194	5.093163957
1195	5.092903685
1196	5.092727729
1197	5.092433984
1198	5.092129385
1199	5.091358972
1200	5.090974429
1201	5.090617663
1202	5.090076577
1203	5.089536847
1204	5.088965944
1205	5.088726909
1206	5.088632848
1207	5.088386253
1208	5.087989933
1209	5.087404944
1210	5.086844885
1211	5.086149383
1212	5.08603216
1213	5.085988996
1214	5.085801243
1215	5.085502615
1216	5.084775081
1217	5.084436756
1218	5.083347309
1219	5.082647788
1220	5.082323012
1221	5.081755547
1222	5.081047072
1223	5.080914856
1224	5.080295522
1225	5.079863147
1226	5.079401215
1227	5.078752643
1228	5.078287774
1229	5.077366179
1230	5.076897403
1231	5.076758935
1232	5.076506565
1233	5.075491287
1234	5.075206472
1235	5.074917858
1236	5.07403466
1237	5.073838426
1238	5.073154383
1239	5.072920752
1240	5.072802513
1241	5.072192595
1242	5.071991322
1243	5.071618083
1244	5.070867975
1245	5.070383929
1246	5.070061916
1247	5.069441966
1248	5.068858623
1249	5.068608936
1250	5.068312373
1251	5.067443411
1252	5.06667327
1253	5.065885014
1254	5.065460646
1255	5.065061584
1256	5.06488845
1257	5.064372329
1258	5.064128817
1259	5.063598877
1260	5.063077886
1261	5.06301415
1262	5.062781236
1263	5.062683138
1264	5.06237746
1265	5.062074844
1266	5.061839753
1267	5.061558436
1268	5.060980347
1269	5.06009282
1270	5.059239756
1271	5.058846132
1272	5.058742504
1273	5.058370659
1274	5.057965108
1275	5.057448755
1276	5.057073494
1277	5.056449579
1278	5.056130474
1279	5.056029163
1280	5.055593053
1281	5.05504442
1282	5.054894912
1283	5.054375397
1284	5.054202372
1285	5.053871494
1286	5.053471043
1287	5.053205402
1288	5.052867812
1289	5.052624696
1290	5.052087376
1291	5.051396588
1292	5.050655114
1293	5.050386238
1294	5.050081003
1295	5.04978549
1296	5.04949186
1297	5.049286594
1298	5.049158536
1299	5.048392258
1300	5.04766294
1301	5.047347083
1302	5.046947064
1303	5.046373719
1304	5.045752523
1305	5.045443204
1306	5.045156216
1307	5.045145279
1308	5.04477148
1309	5.044556986
1310	5.044212872
1311	5.043498409
1312	5.043194898
1313	5.042826902
1314	5.042040153
1315	5.041495281
1316	5.041387965
1317	5.040855397
1318	5.040400599
1319	5.040272315
1320	5.039931003
1321	5.039683929
1322	5.039341625
1323	5.039023818
1324	5.03848719
1325	5.037820016
1326	5.037564029
1327	5.037089405
1328	5.036147169
1329	5.035620003
1330	5.035410597
1331	5.034999385
1332	5.034736106
1333	5.034560976
1334	5.034342949
1335	5.033480278
1336	5.03315495
1337	5.032493982
1338	5.032093975
1339	5.031848424
1340	5.031317469
1341	5.030929528
1342	5.030584959
1343	5.030046477
1344	5.029514855
1345	5.029387009
1346	5.029329048
1347	5.029082408
1348	5.028952643
1349	5.028603405
1350	5.028266549
1351	5.028111712
1352	5.027731875
1353	5.027559603
1354	5.027142499
1355	5.026619161
1356	5.025673292
1357	5.025272025
1358	5.024999403
1359	5.024579699
1360	5.02425093
1361	5.02377863
1362	5.023674757
1363	5.022906264
1364	5.022591716
1365	5.021565059
1366	5.020441659
1367	5.020044276
1368	5.019493909
1369	5.019107205
1370	5.018814649
1371	5.018016246
1372	5.017392017
1373	5.016851401
1374	5.016735428
1375	5.016469756
1376	5.01553704
1377	5.015307662
1378	5.015073488
1379	5.014654389
1380	5.01442473
1381	5.013680182
1382	5.013375583
1383	5.012996545
1384	5.012785237
1385	5.012559083
1386	5.012119668
1387	5.011627315
1388	5.011419302
1389	5.011038918
1390	5.010805263
1391	5.010505279
1392	5.009913397
1393	5.009678732
1394	5.008991436
1395	5.008006785
1396	5.007092379
1397	5.006652484
1398	5.006238191
1399	5.005720816
1400	5.005055745
1401	5.004655223
1402	5.004529139
1403	5.003973949
1404	5.003679308
1405	5.003136492
1406	5.002870098
1407	5.002619515
1408	5.00230561
1409	5.002039651
1410	5.001951395
1411	5.001876088
1412	5.001430937
1413	5.001158455
1414	5.00090179
1415	5.000684694
1416	4.999990883
1417	4.999964971
1418	4.999426551
1419	4.999160438
1420	4.998604412
1421	4.998105207
1422	4.997925193
1423	4.997068478
1424	4.996705729
1425	4.99643731
1426	4.995628127
1427	4.995287607
1428	4.995032561
1429	4.994924968
1430	4.994378077
1431	4.993809267
1432	4.993281234
1433	4.993058041
1434	4.992865591
1435	4.992682746
1436	4.992252875
1437	4.991739818
1438	4.991334141
1439	4.991149316
1440	4.990657058
1441	4.989758946
1442	4.989089103
1443	4.988850332
1444	4.98844442
1445	4.987847035
1446	4.987406886
1447	4.987006389
1448	4.986973434
1449	4.986444196
1450	4.985466883
1451	4.985292428
1452	4.985049385
1453	4.98430117
1454	4.984067466
1455	4.983548511
1456	4.983050687
1457	4.982689565
1458	4.981476966
1459	4.980883803
1460	4.980470979
1461	4.980332962
1462	4.980166999
1463	4.979576571
1464	4.979372518
1465	4.978917887
1466	4.978690435
1467	4.978246103
1468	4.977715696
1469	4.977417091
1470	4.977086894
1471	4.976912628
1472	4.976828506
1473	4.976350018
1474	4.976059287
1475	4.975389046
1476	4.974534961
1477	4.973500796
1478	4.973122819
1479	4.972791131
1480	4.972345548
1481	4.972174735
1482	4.97166226
1483	4.971433752
1484	4.971102434
1485	4.970689763
1486	4.97015324
1487	4.96985756
1488	4.969785387
1489	4.969324568
1490	4.968948204
1491	4.968566501
1492	4.968393143
1493	4.968131405
1494	4.967599193
1495	4.967453815
1496	4.967372914
1497	4.966948099
1498	4.96652832
1499	4.966042317
1500	4.965369033
1501	4.965088532
1502	4.964869145
1503	4.964542462
1504	4.964041282
1505	4.963591772
1506	4.963223917
1507	4.961810974
1508	4.961407443
1509	4.960619873
1510	4.960430034
1511	4.960167876
1512	4.95956781
1513	4.959229651
1514	4.958901146
1515	4.958699871
1516	4.958300443
1517	4.957806859
1518	4.957665307
1519	4.957458175
1520	4.956822689
1521	4.956628107
1522	4.955784102
1523	4.955075773
1524	4.954493007
1525	4.954127382
1526	4.953652998
1527	4.953224584
1528	4.952856928
1529	4.952539142
1530	4.952305876
1531	4.952028995
1532	4.951723996
1533	4.951645261
1534	4.951314556
1535	4.950830937
1536	4.950136439
1537	4.950040472
1538	4.949456144
1539	4.949048455
1540	4.948836114
1541	4.948498192
1542	4.948060119
1543	4.94755145
1544	4.94684364
1545	4.946538321
1546	4.94628537
1547	4.945821876
1548	4.945654513
1549	4.945404185
1550	4.944962684
1551	4.944862492
1552	4.944544678
1553	4.944297691
1554	4.943932282
1555	4.943884481
1556	4.943605672
1557	4.943536756
1558	4.943271275
1559	4.942927391
1560	4.942865989
1561	4.942435912
1562	4.942190518
1563	4.941413237
1564	4.940964339
1565	4.939791039
1566	4.939501799
1567	4.939443512
1568	4.938973789
1569	4.93869276
1570	4.938245558
1571	4.937805361
1572	4.937562167
1573	4.937319447
1574	4.937115106
1575	4.936652209
1576	4.936422809
1577	4.935861417
1578	4.9355491
1579	4.93485707
1580	4.934632206
1581	4.934227426
1582	4.933696663
1583	4.932995133
1584	4.932046875
1585	4.93127213
1586	4.931010124
1587	4.930750781
1588	4.930244706
1589	4.929675553
1590	4.92949742
1591	4.929272312
1592	4.929067151
1593	4.928621753
1594	4.928304595
1595	4.928068722
1596	4.927734731
1597	4.92758063
1598	4.926882855
1599	4.926387827
1600	4.925766355
1601	4.925495532
1602	4.925054683
1603	4.924676885
1604	4.924423542
1605	4.924377744
1606	4.924146311
1607	4.923611538
1608	4.923430019
1609	4.92307159
1610	4.922857397
1611	4.922582271
1612	4.922416555
1613	4.922160902
1614	4.921612751
1615	4.921064295
1616	4.920670101
1617	4.920215165
1618	4.919829681
1619	4.919478305
1620	4.919065693
1621	4.918724994
1622	4.918643047
1623	4.91782643
1624	4.917067498
1625	4.916799856
1626	4.916381651
1627	4.916051015
1628	4.915240557
1629	4.914313283
1630	4.914099441
1631	4.913377046
1632	4.912688241
1633	4.912381044
1634	4.912193005
1635	4.911983955
1636	4.911684773
1637	4.911314984
1638	4.910753409
1639	4.910364005
1640	4.909977503
1641	4.909816003
1642	4.90942115
1643	4.908711751
1644	4.908268905
1645	4.907808909
1646	4.907535385
1647	4.906793197
1648	4.906638194
1649	4.906115695
1650	4.905861149
1651	4.905721522
1652	4.905463287
1653	4.905319736
1654	4.905071751
1655	4.90465377
1656	4.904102439
1657	4.903957625
1658	4.903303462
1659	4.902825628
1660	4.90247597
1661	4.901894538
1662	4.90174819
1663	4.901346323
