iter	RMSE
1664	4.90058337
1665	4.900351548
1666	4.899991186
1667	4.899697883
1668	4.899518171
1669	4.899069107
1670	4.897298895
1671	4.896897888
1672	4.896850853
1673	4.896603909
1674	4.896107536
1675	4.895948519
1676	4.89563292
1677	4.895374643
1678	4.895133752
1679	4.894438704
1680	4.893858033
1681	4.893550389
1682	4.893130197
1683	4.892533433
1684	4.891830169
1685	4.891264884
1686	4.890922249
1687	4.890597986
1688	4.889466576
1689	4.889088972
1690	4.88832926
1691	4.887901502
1692	4.887337482
1693	4.887185052
1694	4.886707852
1695	4.886224958
1696	4.885323363
1697	4.884890921
1698	4.884585414
1699	4.883694815
1700	4.883521392
1701	4.882642884
1702	4.882219051
1703	4.881729324
1704	4.881503487
1705	4.88128231
1706	4.880743578
1707	4.880521382
1708	4.880323266
1709	4.880005674
1710	4.879757878
1711	4.879502694
1712	4.879240368
1713	4.878730916
1714	4.878371908
1715	4.878032056
1716	4.877610035
1717	4.87743369
1718	4.877101152
1719	4.876634526
1720	4.8764456
1721	4.876152111
1722	4.875669155
1723	4.87532936
1724	4.875019809
1725	4.874769053
1726	4.874597528
1727	4.874557168
1728	4.874432887
1729	4.874279316
1730	4.873910381
1731	4.873650953
1732	4.872880956
1733	4.872563124
1734	4.872446917
1735	4.87213669
1736	4.871360544
1737	4.871191115
1738	4.870839925
1739	4.870528364
1740	4.8698973
1741	4.869569912
1742	4.869322325
1743	4.868988986
1744	4.868786458
1745	4.868492753
1746	4.867737466
1747	4.867125265
1748	4.866862025
1749	4.866473547
1750	4.866011572
1751	4.865760598
1752	4.865524652
1753	4.865064313
1754	4.864211079
1755	4.863521232
1756	4.862821419
1757	4.862175044
1758	4.86172944
1759	4.861081687
1760	4.860758641
1761	4.860361283
1762	4.860270948
1763	4.859744944
1764	4.859553387
1765	4.858719431
1766	4.858494253
1767	4.857866565
1768	4.857756427
1769	4.857569236
1770	4.857190388
1771	4.856995766
1772	4.856397526
1773	4.855986965
1774	4.855569205
1775	4.855075307
1776	4.854932984
1777	4.854899132
1778	4.854276169
1779	4.853706511
1780	4.85347764
1781	4.85284337
1782	4.85254425
1783	4.852072049
1784	4.851527848
1785	4.85116015
1786	4.851022163
1787	4.850880958
1788	4.850544125
1789	4.850425165
1790	4.849914913
1791	4.849649502
1792	4.849567872
1793	4.849294772
1794	4.849043428
1795	4.848749517
1796	4.848709932
1797	4.848383093
1798	4.847978535
1799	4.847431152
1800	4.847130461
1801	4.84663199
1802	4.846523825
1803	4.846138915
1804	4.84583245
1805	4.845426193
1806	4.845154841
1807	4.844633882
1808	4.844151746
1809	4.843790175
1810	4.843517493
1811	4.842750137
1812	4.842553696
1813	4.841883061
1814	4.841372404
1815	4.84131913
1816	4.840952144
1817	4.840369022
1818	4.84012341
1819	4.839793513
1820	4.839620252
1821	4.839016145
1822	4.838285266
1823	4.838240884
1824	4.837616519
1825	4.837370024
1826	4.836982898
1827	4.836344232
1828	4.835998697
1829	4.835218238
1830	4.83497038
1831	4.834484056
1832	4.834064685
1833	4.833606562
1834	4.833437299
1835	4.83255763
1836	4.832504259
1837	4.83193824
1838	4.831644282
1839	4.831369921
1840	4.83096816
1841	4.830882737
1842	4.830739453
1843	4.830688297
1844	4.83030883
1845	4.829895555
1846	4.829681205
1847	4.829419152
1848	4.828833395
1849	4.82829378
1850	4.827726274
1851	4.827540156
1852	4.827016301
1853	4.826690976
1854	4.826462316
1855	4.825980353
1856	4.825582618
1857	4.825423266
1858	4.82519728
1859	4.825038164
1860	4.82446207
1861	4.82428602
1862	4.82392296
1863	4.823304203
1864	4.823198748
1865	4.822715962
1866	4.822408506
1867	4.822136605
1868	4.821370076
1869	4.820785331
1870	4.820525035
1871	4.820030533
1872	4.819727635
1873	4.819360746
1874	4.81927238
1875	4.818837745
1876	4.818702567
1877	4.818451619
1878	4.818238004
1879	4.817864778
1880	4.817714633
1881	4.817393908
1882	4.817007418
1883	4.816651779
1884	4.816584533
1885	4.816069201
1886	4.815894838
1887	4.815613103
1888	4.814509919
1889	4.814006077
1890	4.813452588
1891	4.81269988
1892	4.81245161
1893	4.812325227
1894	4.812227508
1895	4.811901931
1896	4.811788996
1897	4.811165935
1898	4.810852754
1899	4.810279201
1900	4.810130564
1901	4.810003871
1902	4.809735758
1903	4.809061544
1904	4.808717043
1905	4.808038694
1906	4.807823868
1907	4.80765744
1908	4.807427624
1909	4.807019619
1910	4.806690445
1911	4.806353511
1912	4.806123633
1913	4.805335077
1914	4.805228229
1915	4.805148091
1916	4.804995052
1917	4.804388089
1918	4.803715373
1919	4.802996605
1920	4.802900945
1921	4.802471323
1922	4.802385394
1923	4.802101867
1924	4.801598472
1925	4.801263929
1926	4.801025312
1927	4.800799428
1928	4.800681733
1929	4.800576531
1930	4.800130706
1931	4.799774817
1932	4.799120951
1933	4.798769736
1934	4.79868799
1935	4.798480496
1936	4.798250991
1937	4.798187488
1938	4.79788171
1939	4.797661428
1940	4.797531655
1941	4.797330112
1942	4.797083047
1943	4.79705879
1944	4.796652404
1945	4.79628275
1946	4.795835776
1947	4.795297701
1948	4.795228655
1949	4.794994241
1950	4.794819361
1951	4.794525629
1952	4.794361492
1953	4.794095256
1954	4.794011179
1955	4.793589269
1956	4.793115765
1957	4.792777125
1958	4.792497285
1959	4.792066731
1960	4.791714498
1961	4.791502445
1962	4.791269602
1963	4.791133646
1964	4.790907295
1965	4.790365661
1966	4.790117235
1967	4.789883072
1968	4.788766696
1969	4.78835184
1970	4.78810356
1971	4.787883329
1972	4.78767261
1973	4.787190251
1974	4.786988022
1975	4.786164481
1976	4.785982762
1977	4.785785996
1978	4.785433552
1979	4.784986066
1980	4.78479678
1981	4.784702511
1982	4.784059123
1983	4.783505428
1984	4.78325138
1985	4.78290226
1986	4.782219999
1987	4.781758163
1988	4.781596598
1989	4.781308326
1990	4.781031579
1991	4.780882786
1992	4.780425087
1993	4.780237127
1994	4.779910876
1995	4.779465132
1996	4.779172966
1997	4.778690753
1998	4.778610171
1999	4.778210751
2000	4.777910977
2001	4.777667176
2002	4.777531084
2003	4.776561256
2004	4.775869046
2005	4.775693466
2006	4.775516623
2007	4.775058661
2008	4.774850894
2009	4.774471009
2010	4.774145621
2011	4.773938316
2012	4.773492517
2013	4.773410841
2014	4.773293728
2015	4.77267268
2016	4.77248366
2017	4.772265977
2018	4.771936919
2019	4.771651332
2020	4.77132374
2021	4.770926728
2022	4.770662957
2023	4.770122797
2024	4.769648975
2025	4.769409028
2026	4.769123541
2027	4.768680813
2028	4.768225214
2029	4.767853859
2030	4.767245188
2031	4.766972405
2032	4.766758245
2033	4.766584846
2034	4.766350785
2035	4.765898235
2036	4.765566724
2037	4.76489482
2038	4.764416953
2039	4.764245735
2040	4.76371064
2041	4.763632322
2042	4.76348903
2043	4.763212002
2044	4.762744797
2045	4.762097687
2046	4.761521283
2047	4.761120179
2048	4.760773216
2049	4.760466799
2050	4.760227397
2051	4.759864996
2052	4.759708988
2053	4.759101292
2054	4.758748132
2055	4.758629145
2056	4.758451417
2057	4.758336709
2058	4.758138043
2059	4.758071483
2060	4.75797618
2061	4.757660758
2062	4.756845507
2063	4.756538837
2064	4.755799571
2065	4.755158831
2066	4.754911593
2067	4.754748107
2068	4.754683266
2069	4.754250548
2070	4.754132711
2071	4.753809968
2072	4.753159874
2073	4.752779013
2074	4.752433461
2075	4.752250199
2076	4.751979585
2077	4.751521375
2078	4.751305761
2079	4.750885613
2080	4.750764157
2081	4.750394973
2082	4.75011895
2083	4.749636818
2084	4.74934307
2085	4.748981354
2086	4.748268702
2087	4.747991544
2088	4.747763389
2089	4.747649181
2090	4.747089218
2091	4.746937087
2092	4.746638117
2093	4.746167764
2094	4.746006251
2095	4.745598779
2096	4.745309332
2097	4.745199362
2098	4.744754655
2099	4.744448468
2100	4.744233544
2101	4.743975369
2102	4.743787988
2103	4.743452402
2104	4.743302683
2105	4.742938483
2106	4.742618773
2107	4.741846978
2108	4.74176248
2109	4.741480642
2110	4.741285824
2111	4.740917926
2112	4.740618577
2113	4.740436377
2114	4.740113208
2115	4.739658406
2116	4.739247098
2117	4.738681079
2118	4.738418298
2119	4.738021314
2120	4.737668608
2121	4.737294605
2122	4.736987936
2123	4.73674988
2124	4.736316284
2125	4.736106056
2126	4.735769926
2127	4.735438839
2128	4.7352724
2129	4.734803451
2130	4.734704639
2131	4.734249064
2132	4.733911536
2133	4.733600086
2134	4.733365914
2135	4.732901086
2136	4.732411116
2137	4.731811576
2138	4.731613825
2139	4.731299688
2140	4.730719786
2141	4.729755069
2142	4.72952578
2143	4.729099386
2144	4.728798781
2145	4.728649866
2146	4.728381707
2147	4.728014835
2148	4.72738048
2149	4.727225938
2150	4.727021904
2151	4.726850093
2152	4.726560259
2153	4.726408482
2154	4.726130043
2155	4.72581478
2156	4.72557083
2157	4.725274063
2158	4.725118691
2159	4.724912789
2160	4.724067
2161	4.72381458
2162	4.723614208
2163	4.723287095
2164	4.722802478
2165	4.722709003
2166	4.722487501
2167	4.722248714
2168	4.721834619
2169	4.721477655
2170	4.720882825
2171	4.720592116
2172	4.720239378
2173	4.719806045
2174	4.719446894
2175	4.718691902
2176	4.718408939
2177	4.718073074
2178	4.717685058
2179	4.71739822
2180	4.71726751
2181	4.717129676
2182	4.716846111
2183	4.716567362
2184	4.716167012
2185	4.715797409
2186	4.715045394
2187	4.714887395
2188	4.714756107
2189	4.714528887
2190	4.71390595
2191	4.712979281
2192	4.712813831
2193	4.712669502
2194	4.712561062
2195	4.712240309
2196	4.711983182
2197	4.711696507
2198	4.711436549
2199	4.710504555
2200	4.710051733
2201	4.709548434
2202	4.709085075
2203	4.708855035
2204	4.708324855
2205	4.708066749
2206	4.707952597
2207	4.707720973
2208	4.707454679
2209	4.707084902
2210	4.7068043
2211	4.706386807
2212	4.706169889
2213	4.705996297
2214	4.70585227
2215	4.705556043
2216	4.705019882
2217	4.704338566
2218	4.704119769
2219	4.703691836
2220	4.70355896
2221	4.703410012
2222	4.7029009
2223	4.702581018
2224	4.702287647
2225	4.701948079
2226	4.701706718
2227	4.701309441
2228	4.700795763
2229	4.700089077
2230	4.699893054
2231	4.699615086
2232	4.699185977
2233	4.698882437
2234	4.698227297
2235	4.697981659
2236	4.697777888
2237	4.697593005
2238	4.697173416
2239	4.696889923
2240	4.696515483
2241	4.696344854
2242	4.695986464
2243	4.695483189
2244	4.695377674
2245	4.695137763
2246	4.694747596
2247	4.694354841
2248	4.694077311
2249	4.693774719
2250	4.693261239
2251	4.692713448
2252	4.692197806
2253	4.691211614
2254	4.690974304
2255	4.690794268
2256	4.690533663
2257	4.690015991
2258	4.689720299
2259	4.689361658
2260	4.689016293
2261	4.688663739
2262	4.688207784
2263	4.687836744
2264	4.687527351
2265	4.687315959
2266	4.686702715
2267	4.686292135
2268	4.685829549
2269	4.685565852
2270	4.685487508
2271	4.68510473
2272	4.684448687
2273	4.684230498
2274	4.684132668
2275	4.683731851
2276	4.683250313
2277	4.682948558
2278	4.682762577
2279	4.682535343
2280	4.682064443
2281	4.681841018
2282	4.681635263
2283	4.681537122
2284	4.681082011
2285	4.680603788
2286	4.680196518
2287	4.679790237
2288	4.67946493
2289	4.679016283
2290	4.678506311
2291	4.678233996
2292	4.677716502
2293	4.677375406
2294	4.676846531
2295	4.676418155
2296	4.676135456
2297	4.675999231
2298	4.675698804
2299	4.675457628
2300	4.674992687
2301	4.674871056
2302	4.674760199
2303	4.674361915
2304	4.674141715
2305	4.674023398
2306	4.673896865
2307	4.673717197
2308	4.673528795
2309	4.673033884
2310	4.672802069
2311	4.67253738
2312	4.672121446
2313	4.671895748
2314	4.671323623
2315	4.671204465
2316	4.670802282
2317	4.670624293
2318	4.670394156
2319	4.670049443
2320	4.669476065
2321	4.669287749
2322	4.668901588
2323	4.668553938
2324	4.668387427
2325	4.668225022
2326	4.667613382
2327	4.667286199
2328	4.666909383
2329	4.66674487
2330	4.666031484
2331	4.665695962
2332	4.665470725
2333	4.665102505
2334	4.664865152
2335	4.664380638
2336	4.663958319
2337	4.663433838
2338	4.663403484
2339	4.66308398
2340	4.662796871
2341	4.662280494
2342	4.661019027
2343	4.660852762
2344	4.660620083
2345	4.660497819
2346	4.660430122
2347	4.660241698
2348	4.660097801
2349	4.659834965
2350	4.659770863
2351	4.659608414
2352	4.659354304
2353	4.659055637
2354	4.658585196
2355	4.658353434
2356	4.658003967
2357	4.657711394
2358	4.65724803
2359	4.657058189
2360	4.656901314
2361	4.656648602
2362	4.656270152
2363	4.655962268
2364	4.655286915
2365	4.655091325
2366	4.654789548
2367	4.654145986
2368	4.653876369
2369	4.653749546
2370	4.653556727
2371	4.653409272
2372	4.653257945
2373	4.653069488
2374	4.652766292
2375	4.652365609
2376	4.651552018
2377	4.651182439
2378	4.650940249
2379	4.650560819
2380	4.649663837
2381	4.649129745
2382	4.648972602
2383	4.648590431
2384	4.648192743
2385	4.647971561
2386	4.647617442
2387	4.647426434
2388	4.647008511
2389	4.646652769
2390	4.646274796
2391	4.645672144
2392	4.645322757
2393	4.645096015
2394	4.64485764
2395	4.644603498
2396	4.644212959
2397	4.643919517
2398	4.643686249
2399	4.643264631
2400	4.642618178
2401	4.642248405
2402	4.641696661
2403	4.641561234
2404	4.640786592
2405	4.640630976
2406	4.639952098
2407	4.63982748
2408	4.639638477
2409	4.63927312
2410	4.639101938
2411	4.638843085
2412	4.638687921
2413	4.638602319
2414	4.638215931
2415	4.637692678
2416	4.637422881
2417	4.637295867
2418	4.636654016
2419	4.636548972
2420	4.636369927
2421	4.636348969
2422	4.635993445
2423	4.63568939
2424	4.635298101
2425	4.635173875
2426	4.634539237
2427	4.634292812
2428	4.634176584
2429	4.633743227
2430	4.633537407
2431	4.633504009
2432	4.633182185
2433	4.632995501
2434	4.632860597
2435	4.632753655
2436	4.632289607
2437	4.632021826
2438	4.631626342
2439	4.631122031
2440	4.630889672
2441	4.630461707
2442	4.630071531
2443	4.629845856
2444	4.629580266
2445	4.629237956
2446	4.628907282
2447	4.628130522
2448	4.627900346
2449	4.627683638
2450	4.627242414
2451	4.626741515
2452	4.626693289
2453	4.626520345
2454	4.626209963
2455	4.626035445
2456	4.625870515
2457	4.625785455
2458	4.625668495
2459	4.625110363
2460	4.624306505
2461	4.624154485
2462	4.623674007
2463	4.623141064
2464	4.622699926
2465	4.622396814
2466	4.622249662
2467	4.621717853
2468	4.621472821
2469	4.621396246
2470	4.621101355
2471	4.620886665
2472	4.620578501
2473	4.620359372
2474	4.619825528
2475	4.61951158
2476	4.61931058
2477	4.618898943
2478	4.618544413
2479	4.618258172
2480	4.618055039
2481	4.617701483
2482	4.617402459
2483	4.617147066
2484	4.616870092
2485	4.616693921
2486	4.616522941
2487	4.616131327
2488	4.615916405
2489	4.615703553
2490	4.615085732
2491	4.614592352
2492	4.614437152
2493	4.614314964
2494	4.613957742
2495	4.613835542
2496	4.613387793
2497	4.612581372
2498	4.612047147
2499	4.611818769
2500	4.611558384
2501	4.611460313
2502	4.611197826
2503	4.610880169
2504	4.610448786
2505	4.609597088
2506	4.609215556
2507	4.608936804
2508	4.608883967
2509	4.608411789
2510	4.608238419
2511	4.607974187
2512	4.60768859
2513	4.607598768
2514	4.607522483
2515	4.607308983
2516	4.607107711
2517	4.606554883
2518	4.606178568
2519	4.60573893
2520	4.605388857
2521	4.604756105
2522	4.604286109
2523	4.603790529
2524	4.603359003
2525	4.603153649
2526	4.602484621
2527	4.602077996
2528	4.601861897
2529	4.601240653
2530	4.600978626
2531	4.600640968
2532	4.600364825
2533	4.599735034
2534	4.599062118
2535	4.598586322
2536	4.598357537
2537	4.597971419
2538	4.597657805
2539	4.59711193
2540	4.596468905
2541	4.5957929
2542	4.595252286
2543	4.595089384
2544	4.594702209
2545	4.594322573
2546	4.593670539
2547	4.593275148
2548	4.592900618
2549	4.592250733
2550	4.592119857
2551	4.59160781
2552	4.591374758
2553	4.590616734
2554	4.59044818
2555	4.590085441
2556	4.589584407
2557	4.589365367
2558	4.589152068
2559	4.588805435
2560	4.588501129
2561	4.588226871
2562	4.588040711
2563	4.587899517
2564	4.58746545
2565	4.587094368
2566	4.58688044
2567	4.586671471
2568	4.586225517
2569	4.585837331
2570	4.585468734
2571	4.584841868
2572	4.584575764
2573	4.583791229
2574	4.58309765
2575	4.582570459
2576	4.582228565
2577	4.582023049
2578	4.581695776
2579	4.581380524
2580	4.581006069
2581	4.580816997
2582	4.580619798
2583	4.580470519
2584	4.580266496
2585	4.580187922
2586	4.579872305
2587	4.579502441
2588	4.579398445
2589	4.578677476
2590	4.578292057
2591	4.577901888
2592	4.576788062
2593	4.576563429
2594	4.576334853
2595	4.576151355
2596	4.575781191
2597	4.575629919
2598	4.575372718
2599	4.575183413
2600	4.574488004
2601	4.574024339
2602	4.573836814
2603	4.573546464
2604	4.573400101
2605	4.572905633
2606	4.572438397
2607	4.572100468
2608	4.571535534
2609	4.57084167
2610	4.570208335
2611	4.569983641
2612	4.569511906
2613	4.569146718
2614	4.568921709
2615	4.56877231
2616	4.568390782
2617	4.5677684
2618	4.567572739
2619	4.567412265
2620	4.567099179
2621	4.567000942
2622	4.566731171
2623	4.56660797
2624	4.565984819
2625	4.565814568
2626	4.565595964
2627	4.565176331
2628	4.564859413
2629	4.563560765
2630	4.563280012
2631	4.562725292
2632	4.56248051
2633	4.562192329
2634	4.561756342
2635	4.561021012
2636	4.560870302
2637	4.560531252
2638	4.56025952
2639	4.559759418
2640	4.559408709
2641	4.558791153
2642	4.55817904
2643	4.558046922
2644	4.557492881
2645	4.557124097
2646	4.556935351
2647	4.556546776
2648	4.555151478
2649	4.55485862
2650	4.554677944
2651	4.554447743
2652	4.553784731
2653	4.553530248
2654	4.55300464
2655	4.552687401
2656	4.552566191
2657	4.552457363
2658	4.55170419
2659	4.551380008
2660	4.551181271
2661	4.55094404
2662	4.550597132
2663	4.550095177
2664	4.549764025
2665	4.549363763
2666	4.549010934
2667	4.548537815
2668	4.548333415
2669	4.548297809
2670	4.547748647
2671	4.547491452
2672	4.546694714
2673	4.546330067
2674	4.545933725
2675	4.54573
2676	4.545432047
2677	4.545290058
2678	4.544695923
2679	4.54441559
2680	4.544199124
2681	4.543883911
2682	4.54340709
2683	4.542951079
2684	4.542084085
2685	4.541891807
2686	4.541586736
2687	4.541381494
2688	4.54102461
2689	4.540635467
2690	4.539972287
2691	4.539389878
2692	4.538987908
2693	4.53861022
2694	4.538466431
2695	4.538221662
2696	4.537992212
2697	4.537839152
2698	4.537513715
2699	4.536992332
2700	4.536641185
2701	4.536404251
2702	4.536119703
2703	4.535980595
2704	4.535830111
2705	4.535271769
2706	4.534869963
2707	4.534688227
2708	4.534339282
2709	4.534171811
2710	4.533887122
2711	4.533607443
2712	4.533137745
2713	4.532885543
2714	4.532685994
2715	4.532261197
2716	4.531968182
2717	4.531593085
2718	4.530977828
2719	4.530714385
2720	4.530480319
2721	4.53013767
2722	4.529715547
2723	4.529323843
2724	4.529061628
2725	4.528780062
2726	4.528608147
2727	4.528277543
2728	4.528190914
2729	4.526919376
2730	4.526714
2731	4.526514709
2732	4.526324156
2733	4.526110536
2734	4.5257384
2735	4.525399633
2736	4.524954534
2737	4.524783003
2738	4.524692861
2739	4.5245481
2740	4.524250609
2741	4.523857105
2742	4.523600143
2743	4.52328376
2744	4.522634216
2745	4.522422544
2746	4.522092814
2747	4.521832833
2748	4.521547367
2749	4.521442568
2750	4.520972933
2751	4.520780554
2752	4.520492633
2753	4.52002051
2754	4.519923107
2755	4.519335725
2756	4.518849677
2757	4.518033019
2758	4.51768624
2759	4.517134153
2760	4.516874949
2761	4.516655571
2762	4.516193406
2763	4.515988604
2764	4.515411337
2765	4.515303738
2766	4.514945059
2767	4.514872788
2768	4.514348791
2769	4.513940871
2770	4.513403211
2771	4.512912536
2772	4.512593277
2773	4.51230377
2774	4.512104375
2775	4.511530334
2776	4.511387543
2777	4.511285965
2778	4.510768731
2779	4.510606502
2780	4.510053017
2781	4.509726107
2782	4.509340647
2783	4.508883054
2784	4.50836794
2785	4.508046762
2786	4.507735141
2787	4.507621505
2788	4.507325292
2789	4.506916204
2790	4.506549669
2791	4.506244068
2792	4.506048398
2793	4.505867363
2794	4.505797609
2795	4.505534025
2796	4.505305041
2797	4.504983112
2798	4.504793246
2799	4.50441056
2800	4.503951667
2801	4.503567843
2802	4.503279888
2803	4.502870699
2804	4.502442022
2805	4.502323723
2806	4.502015703
2807	4.501811589
2808	4.501435845
2809	4.501303394
2810	4.501162678
2811	4.500658408
2812	4.500433707
2813	4.500123425
2814	4.499886701
2815	4.499474004
2816	4.499412683
2817	4.498979677
2818	4.498549297
2819	4.497984727
2820	4.497861509
2821	4.49774709
2822	4.497700415
2823	4.49754945
2824	4.497384343
2825	4.496949275
2826	4.496243367
2827	4.495840742
2828	4.495704124
2829	4.495429274
2830	4.495196839
2831	4.494948113
2832	4.494628912
2833	4.493961079
2834	4.493738713
2835	4.493400471
2836	4.493132956
2837	4.492879043
2838	4.492546611
2839	4.492463031
2840	4.492052323
2841	4.491669619
2842	4.491560918
2843	4.491011229
2844	4.490784977
2845	4.490647137
2846	4.490188707
2847	4.490109092
2848	4.489817067
2849	4.489648737
2850	4.489549873
2851	4.48931366
2852	4.488897051
2853	4.488678443
2854	4.48841813
2855	4.487865384
2856	4.48767613
2857	4.487258834
2858	4.487121687
2859	4.486871711
2860	4.486763696
2861	4.486534556
2862	4.485581106
2863	4.48494857
2864	4.484586794
2865	4.484184326
2866	4.483778611
2867	4.483543031
2868	4.48318957
2869	4.4830139
2870	4.482783498
2871	4.482685419
2872	4.482516688
2873	4.482421949
2874	4.482302586
2875	4.481417968
2876	4.481329631
2877	4.480924193
2878	4.480464902
2879	4.480230219
2880	4.479819593
2881	4.479376794
2882	4.478965554
2883	4.478684856
2884	4.47838539
2885	4.478168813
2886	4.477945797
2887	4.477859802
2888	4.477728663
2889	4.477255782
2890	4.476997217
2891	4.476541409
2892	4.476323671
2893	4.475818613
2894	4.475128806
2895	4.47502359
2896	4.474565302
2897	4.473909222
2898	4.473396382
2899	4.473246072
2900	4.473023615
2901	4.4723716
2902	4.472087671
2903	4.471759729
2904	4.471713722
2905	4.471579854
2906	4.471345241
2907	4.471046893
2908	4.470541104
2909	4.470315829
2910	4.470073501
2911	4.469779764
2912	4.469636177
2913	4.469353953
2914	4.468996955
2915	4.468776702
2916	4.468498988
2917	4.468291866
2918	4.467513226
2919	4.46740622
2920	4.467239999
2921	4.466743045
2922	4.466253959
2923	4.466215147
2924	4.465907054
2925	4.46568638
2926	4.465343864
2927	4.465162119
2928	4.464630003
2929	4.464569144
2930	4.464457767
2931	4.464295467
2932	4.463844544
2933	4.463486432
2934	4.46336831
2935	4.462935033
2936	4.462787193
2937	4.46263451
2938	4.46226165
2939	4.462105453
2940	4.461591526
2941	4.461233906
2942	4.460615667
2943	4.460367433
2944	4.459988466
2945	4.459687207
2946	4.459399915
2947	4.459022346
2948	4.458765413
2949	4.458585552
2950	4.45817253
2951	4.45796264
2952	4.457896308
2953	4.457868052
2954	4.457209783
2955	4.457067271
2956	4.456661779
2957	4.456359756
2958	4.456152339
2959	4.455751071
2960	4.455502566
2961	4.455163172
2962	4.454962431
2963	4.454389104
2964	4.454143351
2965	4.453961553
2966	4.453727627
2967	4.453456248
2968	4.45327496
2969	4.453171248
2970	4.452655347
2971	4.45196478
2972	4.45173816
2973	4.451555051
2974	4.451046508
2975	4.450974952
2976	4.450697879
2977	4.450049737
2978	4.449858605
2979	4.449538191
2980	4.449415385
2981	4.448885161
2982	4.448482159
2983	4.447805105
2984	4.4473254
2985	4.446744345
2986	4.446558332
2987	4.446398211
2988	4.446133265
2989	4.445856025
2990	4.445641777
2991	4.445420906
2992	4.445306082
2993	4.445209336
2994	4.444978458
2995	4.444785354
2996	4.444602228
2997	4.444296416
2998	4.443848862
2999	4.443647205
3000	4.443115078
3001	4.442681445
3002	4.442598548
3003	4.44221307
3004	4.441985277
3005	4.44183377
3006	4.441738838
3007	4.441038065
3008	4.440645157
3009	4.440223172
3010	4.440137122
3011	4.43975967
3012	4.439432043
3013	4.439238697
3014	4.438811443
3015	4.438566449
3016	4.43825468
3017	4.438021684
3018	4.437821384
3019	4.437498615
3020	4.437333571
3021	4.437039019
3022	4.436860981
3023	4.436654004
3024	4.436425115
3025	4.436046537
3026	4.435821944
3027	4.435724314
3028	4.435531483
3029	4.435381783
3030	4.434749932
3031	4.434303308
3032	4.434143286
3033	4.433846628
3034	4.43350287
3035	4.432850319
3036	4.432624075
3037	4.432185221
3038	4.432038386
3039	4.431260414
3040	4.430842272
3041	4.430604419
3042	4.430371833
3043	4.430083452
3044	4.429691739
3045	4.429476167
3046	4.429126788
3047	4.428819095
3048	4.42860944
3049	4.428120071
3050	4.42741064
3051	4.426846888
3052	4.426462612
3053	4.425803738
3054	4.42559909
3055	4.425303079
3056	4.424781895
3057	4.424045626
3058	4.423775951
3059	4.42333188
3060	4.423078028
3061	4.422955572
3062	4.422600795
3063	4.422245041
3064	4.421960199
3065	4.421456393
3066	4.421246795
3067	4.420643317
3068	4.420170027
3069	4.419790057
3070	4.419684066
3071	4.41955948
3072	4.418899983
3073	4.418827499
3074	4.418647505
3075	4.418329987
3076	4.417655643
3077	4.41733656
3078	4.416835756
3079	4.416487958
3080	4.416158875
3081	4.416068553
3082	4.415804232
3083	4.415679808
3084	4.415493573
3085	4.415069047
3086	4.414914578
3087	4.414593938
3088	4.414342844
3089	4.414128425
3090	4.413641119
3091	4.4133598
3092	4.413208532
3093	4.412725746
3094	4.412555019
3095	4.412401957
3096	4.412168411
3097	4.411829353
3098	4.4116159
3099	4.411090107
3100	4.410768917
3101	4.410522093
3102	4.4100858
3103	4.409637358
3104	4.409323272
3105	4.409045895
3106	4.40841952
3107	4.408143447
3108	4.407547292
3109	4.407186511
3110	4.406800794
3111	4.406631198
3112	4.406293075
3113	4.4060735
3114	4.405422876
3115	4.404811647
3116	4.404216403
3117	4.403900976
3118	4.403583212
3119	4.403058231
3120	4.402528964
3121	4.402068306
3122	4.40190902
3123	4.401580483
3124	4.40124647
3125	4.400950321
3126	4.400818526
3127	4.400612443
3128	4.400448061
3129	4.400187981
3130	4.399679227
3131	4.399111513
3132	4.398809493
3133	4.398636452
3134	4.398078968
3135	4.397575289
3136	4.397501908
3137	4.397029948
3138	4.39696065
3139	4.396617964
3140	4.396344833
3141	4.396227362
3142	4.395655654
3143	4.3952853
3144	4.394951218
3145	4.394821427
3146	4.394625163
3147	4.394487856
3148	4.394188794
3149	4.394139517
3150	4.393847393
3151	4.393423506
3152	4.393229365
3153	4.393027842
3154	4.392604695
3155	4.392348521
3156	4.392063379
3157	4.391885293
3158	4.391668412
3159	4.391583732
3160	4.39130742
3161	4.390789304
3162	4.390377554
3163	4.390020281
3164	4.389782676
3165	4.389481653
3166	4.389152322
3167	4.388820917
3168	4.388683291
3169	4.388377409
3170	4.388204778
3171	4.387872344
3172	4.387659912
3173	4.387450887
3174	4.387264274
3175	4.386921651
3176	4.38649436
3177	4.386207881
3178	4.386095062
3179	4.385826336
3180	4.385615309
3181	4.385429576
3182	4.385103907
3183	4.384886964
3184	4.384552637
3185	4.384329646
3186	4.383999381
3187	4.383717118
3188	4.383503937
3189	4.383071797
3190	4.382585144
3191	4.382284585
3192	4.381805373
3193	4.381557739
3194	4.381494083
3195	4.381146491
3196	4.380990826
3197	4.380556795
3198	4.380321825
3199	4.379846096
3200	4.379265949
3201	4.378974477
3202	4.378507231
3203	4.378154744
3204	4.37788649
3205	4.377651376
3206	4.377017495
3207	4.376797547
3208	4.376408602
3209	4.376077739
3210	4.375945881
3211	4.375579479
3212	4.374926103
3213	4.374540694
3214	4.374404127
3215	4.374284148
3216	4.3740546
3217	4.3739294
3218	4.373493845
